task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
regression,friedman1,0,DT,R2,1,2,None,0.30414692862182846,0.3209308031618915,0.00027060508728027344,9.989738464355469e-05,0.00039588999970874283,0.00010004999967350159,,
regression,friedman1,0,HS (CART),R2,1,2,1.0,0.3041299901651219,0.3201500229193901,8.273124694824219e-05,8.463859558105469e-05,8.282999988296069e-05,8.499999967170879e-05,0.0068454742431640625,0.006845249999969383
regression,friedman1,0,DT,R2,3,4,None,0.505293186431516,0.2800679534298762,0.00029206275939941406,8.487701416015625e-05,0.00029212999925221084,8.543999956600601e-05,,
regression,friedman1,0,HS (CART),R2,3,4,10.0,0.5003979305037197,0.2951606612217438,0.00010895729064941406,8.273124694824219e-05,0.00010922999990725657,8.298000011564e-05,0.0079498291015625,0.007949900000312482
regression,friedman1,0,DT,R2,7,8,None,0.694212442283434,0.4369702916997914,0.0003368854522705078,8.702278137207031e-05,0.00033678999989206204,8.744000024307752e-05,,
regression,friedman1,0,HS (CART),R2,7,8,1.0,0.6939419036981198,0.4385121905290039,0.00016427040100097656,8.511543273925781e-05,0.0001647199997023563,8.56099995871773e-05,0.00947713851928711,0.0094771000003675
regression,friedman1,0,DT,R2,11,12,None,0.7875679533205572,0.4405446531046163,0.0003650188446044922,8.869171142578125e-05,0.00036504000036075013,8.919999982026638e-05,,
regression,friedman1,0,HS (CART),R2,11,12,25.0,0.7016454430094443,0.43974487384988303,0.00021910667419433594,8.535385131835938e-05,0.0002197600006184075,8.570000045438064e-05,0.010862588882446289,0.010862409999390366
regression,friedman1,0,DT,R2,14,15,None,0.8337079047567125,0.37825305682758614,0.0003910064697265625,8.988380432128906e-05,0.0003906600004484062,9.038999996846542e-05,,
regression,friedman1,0,HS (CART),R2,14,15,50.0,0.6413495745327401,0.39127211341096235,0.0002589225769042969,8.749961853027344e-05,0.0002592800001366413,8.759000047575682e-05,0.011783361434936523,0.011783349999859638
regression,friedman1,0,DT,R2,19,20,None,0.8830188709365234,0.33705893055501845,0.00041365623474121094,9.226799011230469e-05,0.000413490000028105,9.247999969375087e-05,,
regression,friedman1,0,HS (CART),R2,19,20,25.0,0.762495422150304,0.43439042134287087,0.00032711029052734375,8.7738037109375e-05,0.0003277199994045077,8.815999990474666e-05,0.013178825378417969,0.013178789999983564
regression,friedman1,0,DT,R2,23,24,None,0.9104474845318964,0.3411998845729338,0.0004210472106933594,9.1552734375e-05,0.00042087000019819243,9.154000053968048e-05,,
regression,friedman1,0,HS (CART),R2,23,24,10.0,0.8634469692226386,0.4410422885445646,0.00038361549377441406,9.012222290039062e-05,0.0003839799992420012,9.049999971466605e-05,0.014343023300170898,0.014342999999826134
regression,friedman1,0,DT,R2,27,28,None,0.9331407719673022,0.2958472734648987,0.0004315376281738281,9.298324584960938e-05,0.000431639999987965,9.323999984189868e-05,,
regression,friedman1,0,HS (CART),R2,27,28,10.0,0.8770723584513866,0.43871537689290063,0.00043487548828125,8.749961853027344e-05,0.00043526999979803804,8.812000032776268e-05,0.01550436019897461,0.015504269999837561
regression,friedman1,0,DT,R2,29,30,None,0.9419993763479739,0.3818206717378073,0.00044846534729003906,9.226799011230469e-05,0.00044876999982079724,9.27499995668768e-05,,
regression,friedman1,0,HS (CART),R2,29,30,100.0,0.5310635883688766,0.336988550732192,0.0004775524139404297,9.34600830078125e-05,0.0004776699997819378,9.375999979965854e-05,0.017124652862548828,0.017124969999713358
regression,friedman1,0,DT,R2,31,32,None,0.9498659880147242,0.3910833029283156,0.00044345855712890625,9.34600830078125e-05,0.00044334999984130263,9.373000011692056e-05,,
regression,friedman1,0,HS (CART),R2,31,32,10.0,0.8879840665583842,0.46771626757234575,0.0004968643188476562,9.012222290039062e-05,0.0004973200002496014,9.049000072991475e-05,0.016512155532836914,0.01651201000004221
regression,friedman1,1,DT,R2,1,2,None,0.36444377332334477,0.17853038483818995,0.00024700164794921875,9.584426879882812e-05,0.0002470499994160491,9.648000013839919e-05,,
regression,friedman1,1,HS (CART),R2,1,2,25.0,0.3553195400944116,0.18102337170608807,8.082389831542969e-05,8.296966552734375e-05,8.087999958661385e-05,8.322000030602794e-05,0.006815195083618164,0.0068151199993735645
regression,friedman1,1,DT,R2,3,4,None,0.5404240136373785,0.16014231076953422,0.0002720355987548828,8.463859558105469e-05,0.00027197999952477403,8.48300005600322e-05,,
regression,friedman1,1,HS (CART),R2,3,4,10.0,0.5322540693637412,0.19486667063669438,0.00010800361633300781,8.296966552734375e-05,0.00010837999980140012,8.338999941770453e-05,0.00786733627319336,0.007867350000196893
regression,friedman1,1,DT,R2,7,8,None,0.7205220485273263,0.41983179888819155,0.00033402442932128906,8.749961853027344e-05,0.00033395999980712077,8.770000022195745e-05,,
regression,friedman1,1,HS (CART),R2,7,8,10.0,0.7035348880525205,0.4433672821202891,0.00016164779663085938,8.296966552734375e-05,0.0001619200002096477,8.332000015798258e-05,0.00939035415649414,0.009390239999447658
regression,friedman1,1,DT,R2,11,12,None,0.8061597549275064,0.3339639045205458,0.00035643577575683594,8.821487426757812e-05,0.0003566900004443596,8.836000051815063e-05,,
regression,friedman1,1,HS (CART),R2,11,12,10.0,0.7737552827022172,0.44170361340773223,0.000217437744140625,8.487701416015625e-05,0.00021768999977211934,8.515999979863409e-05,0.010751008987426758,0.010750829999778944
