,task,dataset,boot_iter,algorithm,scoring,n_trees,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
0,classification,haberman,5,BART,AUC,50,None,0.5733333333333333,0.6044444444444445,3.1284568309783936,0.2908296585083008,0.04953399499999023,0.290827677999971,,
0,classification,haberman,5,BART,AUC,75,None,0.5548148148148149,0.5674074074074074,4.66096830368042,0.43253612518310547,0.3035119429999895,0.432537367000009,,
0,classification,haberman,5,BART,AUC,100,None,0.5548148148148149,0.585925925925926,6.033408880233765,0.5733788013458252,0.22787321100003055,0.5733830560000115,,
0,classification,haberman,5,BART,AUC,300,None,0.5733333333333333,0.6414814814814815,19.325522899627686,1.7759714126586914,0.6494826950000174,1.7759427110000274,,
0,classification,haberman,5,BART,AUC,500,None,0.5825925925925926,0.6414814814814815,32.24668478965759,3.0095791816711426,1.3064978529999962,3.009585974999993,,
0,classification,haberman,6,BART,AUC,10,None,0.5,0.5,0.6612706184387207,0.05908632278442383,0.04759664200003044,0.05908704600005876,,
0,classification,haberman,6,BART,AUC,25,None,0.5185185185185186,0.5185185185185186,1.530993938446045,0.1710035800933838,0.025444357000083073,0.17102138600000671,,
0,classification,haberman,6,BART,AUC,50,None,0.5277777777777778,0.5303703703703704,3.1167540550231934,0.3090636730194092,0.0659268480000037,0.30906548300004033,,
0,classification,haberman,6,BART,AUC,75,None,0.5185185185185186,0.5118518518518519,4.7487952709198,0.4323885440826416,0.21797845899993717,0.43238932700000987,,
0,classification,haberman,6,BART,AUC,100,None,0.5244444444444444,0.5303703703703704,6.212767124176025,0.5938832759857178,0.255118838000044,0.5938812410000764,,
0,classification,haberman,6,BART,AUC,300,None,0.5211111111111111,0.5237037037037037,19.05090022087097,1.7722954750061035,0.6376143319999983,1.7722979290000467,,
0,classification,haberman,6,BART,AUC,500,None,0.5244444444444444,0.5237037037037037,32.6191143989563,2.985027551651001,1.207547284000043,2.9850492680000116,,
0,classification,haberman,7,BART,AUC,10,None,0.5092592592592593,0.49333333333333335,0.6627893447875977,0.05826544761657715,0.0442776339999682,0.058265775999984726,,
0,classification,haberman,7,BART,AUC,25,None,0.5211111111111111,0.5103703703703704,1.5054748058319092,0.16417884826660156,0.02406328699998994,0.16419094500008669,,
0,classification,haberman,7,BART,AUC,50,None,0.5270370370370371,0.517037037037037,3.080753803253174,0.3052644729614258,0.15726795200009747,0.30526564299998427,,
0,classification,haberman,7,BART,AUC,75,None,0.5996296296296296,0.6214814814814815,4.548635721206665,0.43765854835510254,0.1446467199999688,0.4376661179999246,,
0,classification,haberman,7,BART,AUC,100,None,0.5607407407407408,0.5844444444444444,5.995349168777466,0.587815523147583,0.24394315400002142,0.587812619000033,,
0,classification,haberman,7,BART,AUC,300,None,0.5692592592592594,0.6029629629629629,19.34004259109497,1.788393497467041,0.7791475000000219,1.7883902239999543,,
0,classification,haberman,7,BART,AUC,500,None,0.5751851851851852,0.6214814814814815,31.892900943756104,2.964857816696167,1.519904350000047,2.9648369920000732,,
0,classification,haberman,8,BART,AUC,10,None,0.5,0.5,0.650263786315918,0.05854487419128418,0.04565355299996554,0.0585362949999535,,
0,classification,haberman,8,BART,AUC,25,None,0.5514814814814815,0.5303703703703704,1.5527448654174805,0.16164517402648926,0.025425266000070224,0.16165839399991455,,
0,classification,haberman,8,BART,AUC,50,None,0.5337037037037037,0.5051851851851853,3.143287420272827,0.2964906692504883,0.052124141000035706,0.2964653909999697,,
0,classification,haberman,8,BART,AUC,75,None,0.5514814814814815,0.5051851851851853,4.689538955688477,0.447864294052124,0.22919084199997997,0.4478432010000688,,
0,classification,haberman,8,BART,AUC,100,None,0.5548148148148149,0.5051851851851853,6.271287441253662,0.5815980434417725,0.2340423529999498,0.581599008000012,,
0,classification,haberman,8,BART,AUC,300,None,0.532962962962963,0.5051851851851853,19.125126600265503,1.8311243057250977,0.7289209269999901,1.8310540759999867,,
0,classification,haberman,8,BART,AUC,500,None,0.5396296296296297,0.5051851851851853,32.216012477874756,3.0437166690826416,1.4021553590000622,3.0435780039999827,,
0,classification,haberman,9,BART,AUC,10,None,0.5,0.5,0.6280126571655273,0.060163259506225586,0.023111097999958474,0.060165116999996826,,
0,classification,haberman,9,BART,AUC,25,None,0.5522222222222222,0.585925925925926,1.5548198223114014,0.15315604209899902,0.02664053800003785,0.15315680100002282,,
0,classification,haberman,9,BART,AUC,50,None,0.5725925925925925,0.5962962962962963,3.0587387084960938,0.31566309928894043,0.05539867699997103,0.315679834999969,,
0,classification,haberman,9,BART,AUC,75,None,0.5733333333333333,0.5911111111111111,5.011397361755371,0.45911741256713867,0.4092988699999296,0.45909856399998716,,
0,classification,haberman,9,BART,AUC,100,None,0.5725925925925925,0.5777777777777777,6.449644565582275,0.5849862098693848,0.23081441299996186,0.5849944890001098,,
0,classification,haberman,9,BART,AUC,300,None,0.5700000000000001,0.5844444444444444,18.854593753814697,1.767685890197754,0.6608484480000243,1.76766518799991,,
0,classification,haberman,9,BART,AUC,500,None,0.5725925925925925,0.5962962962962963,31.16609001159668,2.9727797508239746,1.191435763999948,2.9727213639999945,,
0,classification,ionosphere,0,BART,AUC,10,None,0.8657142857142857,0.8452380952380952,0.7747788429260254,0.3535451889038086,0.04724312200005443,0.35364162600001237,,
0,classification,ionosphere,0,BART,AUC,25,None,0.8776190476190475,0.9404761904761905,1.8169293403625488,0.8388481140136719,0.05983325700003661,0.8388325570000461,,
0,classification,ionosphere,0,BART,AUC,50,None,0.8742857142857143,0.8452380952380952,3.747150182723999,1.601501703262329,0.41371216999993976,1.601510683000015,,
0,classification,ionosphere,0,BART,AUC,75,None,0.8776190476190475,0.9047619047619048,5.892998218536377,2.4534060955047607,0.34938120499998604,2.4533684340000264,,
0,classification,ionosphere,0,BART,AUC,100,None,0.8980952380952382,0.9285714285714286,7.520404815673828,3.308600664138794,0.39666654699999526,3.3084714459999987,,
0,classification,ionosphere,0,BART,AUC,300,None,0.9040476190476191,0.9047619047619048,23.086439609527588,10.232838869094849,1.3023673940000435,10.232244387999913,,
0,classification,ionosphere,0,BART,AUC,500,None,0.9159523809523811,0.8928571428571428,38.14832162857056,17.03532600402832,2.235349925000037,17.035164048999945,,
0,classification,ionosphere,1,BART,AUC,10,None,0.875,0.8200000000000001,0.8401610851287842,0.35398364067077637,0.08807757399995353,0.3539857560000428,,
0,classification,ionosphere,1,BART,AUC,25,None,0.8988095238095238,0.8861904761904762,1.9730474948883057,0.824882984161377,0.19781750499998907,0.8249097230000189,,
0,classification,ionosphere,1,BART,AUC,50,None,0.8928571428571428,0.9033333333333334,3.849869728088379,1.6220042705535889,0.2071466079999027,1.62200916900008,,
0,classification,ionosphere,1,BART,AUC,75,None,0.9226190476190477,0.921904761904762,5.724809885025024,2.6207032203674316,0.3913359150000133,2.620702329999972,,
0,classification,ionosphere,1,BART,AUC,100,None,0.9311904761904761,0.921904761904762,7.331495761871338,3.3116307258605957,0.40093779799997264,3.3116249860000835,,
0,classification,ionosphere,1,BART,AUC,300,None,0.9311904761904761,0.8966666666666666,23.69812273979187,10.007141351699829,1.3557600080000611,10.006884617999958,,
0,classification,ionosphere,1,BART,AUC,500,None,0.955,0.8966666666666666,37.82109022140503,16.844004154205322,2.1278927270000167,16.843847718000006,,
0,classification,ionosphere,2,BART,AUC,10,None,0.8835714285714285,0.8623809523809525,0.85044264793396,0.3826289176940918,0.08267690400009542,0.3826260529999672,,
0,classification,ionosphere,2,BART,AUC,25,None,0.8802380952380953,0.8333333333333334,1.8549892902374268,0.8715639114379883,0.057855027999949016,0.871546856000009,,
0,classification,ionosphere,2,BART,AUC,50,None,0.876904761904762,0.8385714285714285,3.8791298866271973,1.6310768127441406,0.270207801999959,1.631044922000001,,
0,classification,ionosphere,2,BART,AUC,75,None,0.8742857142857143,0.8504761904761905,5.944214582443237,2.3938417434692383,0.3463483150000002,2.393852637000009,,
0,classification,ionosphere,2,BART,AUC,100,None,0.9073809523809523,0.8504761904761905,7.659607648849487,3.199650526046753,0.4234803329999295,3.1996441559999766,,
0,classification,ionosphere,2,BART,AUC,300,None,0.9159523809523811,0.8690476190476191,22.870551586151123,9.711686849594116,1.3111627550000549,9.71159550799996,,
0,classification,ionosphere,2,BART,AUC,500,None,0.9311904761904761,0.8928571428571428,38.7152419090271,16.569807052612305,2.285293610999929,16.569683454000028,,
0,classification,ionosphere,3,BART,AUC,10,None,0.9107142857142857,0.8028571428571429,0.7766752243041992,0.33869409561157227,0.08031250999999884,0.3386868110000023,,
0,classification,ionosphere,3,BART,AUC,25,None,0.9073809523809523,0.7961904761904761,1.982487678527832,0.8016338348388672,0.19317206300002,0.8016334169999482,,
0,classification,ionosphere,3,BART,AUC,50,None,0.8895238095238095,0.7723809523809524,3.5759119987487793,1.5977892875671387,0.18236846199999945,1.5977795720000358,,
0,classification,ionosphere,3,BART,AUC,75,None,0.9252380952380953,0.8147619047619048,5.490884304046631,2.413158416748047,0.30301874100007353,2.4131588430000193,,
0,classification,ionosphere,3,BART,AUC,100,None,0.8954761904761905,0.7961904761904761,8.13069462776184,3.225270986557007,0.449153770999942,3.2252763330000107,,
0,classification,ionosphere,3,BART,AUC,300,None,0.9192857142857143,0.7961904761904761,22.996644496917725,10.061320066452026,1.2626903440000206,10.061186762000034,,
0,classification,ionosphere,3,BART,AUC,500,None,0.943095238095238,0.8080952380952381,37.999393463134766,16.68506622314453,2.1462297110000463,16.684904635000066,,
0,classification,ionosphere,4,BART,AUC,10,None,0.8742857142857143,0.8914285714285715,0.7566869258880615,0.33098435401916504,0.044188364000092406,0.33098599999993894,,
0,classification,ionosphere,4,BART,AUC,25,None,0.886904761904762,0.8504761904761905,1.8457798957824707,0.8254480361938477,0.0535671339999908,0.8253672629999755,,
0,classification,ionosphere,4,BART,AUC,50,None,0.9073809523809523,0.8571428571428572,4.043770790100098,1.6326446533203125,0.5504826880001019,1.6324541510000472,,
0,classification,ionosphere,4,BART,AUC,75,None,0.8954761904761905,0.8266666666666669,5.757968187332153,2.4229896068573,0.3709360499999548,2.42292819599993,,
0,classification,ionosphere,4,BART,AUC,100,None,0.8921428571428572,0.8385714285714285,7.401278018951416,3.517291307449341,0.42822598499992637,3.517040351999981,,
0,classification,ionosphere,4,BART,AUC,300,None,0.9073809523809523,0.8571428571428572,22.823455095291138,9.810969591140747,1.391627097999958,9.810610114999918,,
0,classification,ionosphere,4,BART,AUC,500,None,0.9073809523809523,0.8452380952380952,37.70910954475403,16.498764753341675,2.0473728260000144,16.49841829500008,,
0,classification,ionosphere,5,BART,AUC,10,None,0.8683333333333334,0.8095238095238095,0.7871215343475342,0.3560807704925537,0.06157970700007809,0.3560651369999732,,
0,classification,ionosphere,5,BART,AUC,25,None,0.8802380952380953,0.8623809523809525,2.058539867401123,0.7957339286804199,0.27720475599994643,0.795781545000068,,
0,classification,ionosphere,5,BART,AUC,50,None,0.8809523809523809,0.8385714285714285,3.6333630084991455,1.6347355842590332,0.19420544199999767,1.634713022000028,,
0,classification,ionosphere,5,BART,AUC,75,None,0.8954761904761905,0.8266666666666669,5.487606525421143,2.4124832153320312,0.3534775040000113,2.4124398829999336,,
0,classification,ionosphere,5,BART,AUC,100,None,0.9107142857142857,0.8385714285714285,7.3249828815460205,3.229580879211426,0.38564378499995655,3.2295359940000026,,
0,classification,ionosphere,5,BART,AUC,300,None,0.9226190476190477,0.8504761904761905,23.033558130264282,9.920581817626953,1.2976182720000224,9.920530304000067,,
0,classification,ionosphere,5,BART,AUC,500,None,0.9226190476190477,0.8504761904761905,38.38519883155823,16.715538501739502,2.3698435799999515,16.714458552999986,,
0,classification,ionosphere,6,BART,AUC,10,None,0.8623809523809525,0.7738095238095238,0.8072488307952881,0.3403348922729492,0.07489369799998258,0.34019546199999695,,
0,classification,ionosphere,6,BART,AUC,25,None,0.91,0.8214285714285714,1.7716190814971924,0.8136289119720459,0.05222789299989472,0.8134712300000047,,
0,classification,ionosphere,6,BART,AUC,50,None,0.8980952380952382,0.8571428571428572,3.487180709838867,1.6428189277648926,0.10082745599993359,1.6428240049999658,,
0,classification,ionosphere,6,BART,AUC,75,None,0.8828571428571428,0.8333333333333334,5.606773853302002,2.456629753112793,0.38233881200005726,2.4566163050000114,,
0,classification,ionosphere,6,BART,AUC,100,None,0.9278571428571429,0.8452380952380952,7.347691535949707,3.300046443939209,0.5010053770000695,3.299979442999984,,
0,classification,ionosphere,6,BART,AUC,300,None,0.9278571428571429,0.8571428571428572,23.08645987510681,9.68265986442566,1.3978185690000373,9.682568720000063,,
0,classification,ionosphere,6,BART,AUC,500,None,0.9278571428571429,0.8690476190476191,38.41289234161377,16.494917392730713,2.2878316079999195,16.494818723000094,,
0,classification,ionosphere,7,BART,AUC,10,None,0.8921428571428572,0.8095238095238095,0.8185408115386963,0.344193696975708,0.08435671200004435,0.3441893939999545,,
0,classification,ionosphere,7,BART,AUC,25,None,0.8504761904761905,0.8214285714285714,1.9720499515533447,0.8299214839935303,0.19213744199998928,0.8299225339999339,,
0,classification,ionosphere,7,BART,AUC,50,None,0.8921428571428572,0.7738095238095238,3.8873250484466553,1.6185450553894043,0.18295971999998528,1.6185528280000199,,
0,classification,ionosphere,7,BART,AUC,75,None,0.8888095238095238,0.8095238095238095,5.498152494430542,2.491854190826416,0.3258183460000055,2.491883405000067,,
0,classification,ionosphere,7,BART,AUC,100,None,0.91,0.8214285714285714,7.333606481552124,3.251871109008789,0.44432018000009066,3.2517397889999984,,
0,classification,ionosphere,7,BART,AUC,300,None,0.9278571428571429,0.8452380952380952,23.329376697540283,9.932795763015747,1.4076908009999443,9.932325196999955,,
0,classification,ionosphere,7,BART,AUC,500,None,0.9338095238095239,0.8452380952380952,38.591208696365356,16.770017862319946,2.4757755560000305,16.76944656799992,,
0,classification,ionosphere,8,BART,AUC,10,None,0.8895238095238095,0.7738095238095238,0.8281559944152832,0.3532431125640869,0.06531666700004735,0.3532115049999902,,
0,classification,ionosphere,8,BART,AUC,25,None,0.8954761904761905,0.7619047619047619,1.81660795211792,0.8208649158477783,0.05205129399996622,0.8208705119999422,,
0,classification,ionosphere,8,BART,AUC,50,None,0.9311904761904761,0.7738095238095238,3.674419641494751,1.6357429027557373,0.1069222890000674,1.6356922430001077,,
0,classification,ionosphere,8,BART,AUC,75,None,0.9073809523809523,0.7738095238095238,5.601253271102905,2.410773754119873,0.48904128300000593,2.4107035819999965,,
0,classification,ionosphere,8,BART,AUC,100,None,0.9133333333333332,0.8028571428571429,7.228939056396484,3.2377655506134033,0.45469881600001827,3.237645225999927,,
0,classification,ionosphere,8,BART,AUC,300,None,0.937142857142857,0.7976190476190477,23.119988203048706,9.540398836135864,1.443951926000068,9.54036526199991,,
0,classification,ionosphere,8,BART,AUC,500,None,0.943095238095238,0.8214285714285714,37.363274812698364,16.54704475402832,2.235795385000074,16.546619686999975,,
0,classification,ionosphere,9,BART,AUC,10,None,0.8809523809523809,0.8690476190476191,0.8031175136566162,0.345034122467041,0.08211960400001317,0.3450080430000071,,
0,classification,ionosphere,9,BART,AUC,25,None,0.8630952380952381,0.8571428571428572,1.8301336765289307,0.8116912841796875,0.05822988500005977,0.8117066500000192,,
0,classification,ionosphere,9,BART,AUC,50,None,0.8861904761904762,0.8676190476190476,3.686649799346924,1.6034257411956787,0.12418673299998773,1.6034506339999552,,
0,classification,ionosphere,9,BART,AUC,75,None,0.8776190476190475,0.8861904761904762,5.602530479431152,2.430572271347046,0.45440704099996765,2.4305601280000246,,
0,classification,ionosphere,9,BART,AUC,100,None,0.8954761904761905,0.91,7.3235955238342285,3.2182490825653076,0.39469954699995924,3.2182356509999863,,
0,classification,ionosphere,9,BART,AUC,300,None,0.9166666666666667,0.8980952380952382,23.23836660385132,11.00874376296997,1.6765220309999904,11.008208578999984,,
0,classification,ionosphere,9,BART,AUC,500,None,0.9285714285714286,0.8861904761904762,38.312073945999146,16.576087474822998,2.171412538000027,16.575896453999917,,
0,classification,diabetes,0,BART,AUC,10,None,0.6895478705510328,0.6649933065595716,0.7200455665588379,0.14765572547912598,0.07716707899999165,0.14765740999996524,,
0,classification,diabetes,0,BART,AUC,25,None,0.7283186436116531,0.6897590361445783,1.7067320346832275,0.3686180114746094,0.037875711999959094,0.3686125090000587,,
0,classification,diabetes,0,BART,AUC,50,None,0.7256946780596111,0.6962516733601072,3.440483808517456,0.7501242160797119,0.07973256999991918,0.7501206030000276,,
0,classification,diabetes,0,BART,AUC,75,None,0.7393695754558298,0.7068942436412315,5.347824335098267,1.0765981674194336,0.289370837999968,1.0766314819999252,,
0,classification,diabetes,0,BART,AUC,100,None,0.7298156495996772,0.7043507362784471,6.664698123931885,1.4153730869293213,0.2246405409999852,1.4153903530000207,,
0,classification,diabetes,0,BART,AUC,300,None,0.7479815649599677,0.695314591700134,20.738987684249878,4.3874475955963135,0.9023642529999734,4.387479787000075,,
0,classification,diabetes,0,BART,AUC,500,None,0.7506055305120097,0.706425702811245,35.475029706954956,7.484169006347656,1.859124723999912,7.484088545000077,,
0,classification,diabetes,1,BART,AUC,10,None,0.6846868061629551,0.7652610441767068,0.702599287033081,0.14730262756347656,0.05642827600001965,0.1473034190000817,,
0,classification,diabetes,1,BART,AUC,25,None,0.6925587028190808,0.7795850066934404,1.6897428035736084,0.36514949798583984,0.03505107900002713,0.3651399789999914,,
0,classification,diabetes,1,BART,AUC,50,None,0.6959227612191348,0.7663989290495314,3.3251895904541016,0.7482335567474365,0.08456361300000026,0.7482099029999745,,
0,classification,diabetes,1,BART,AUC,75,None,0.7095976586153536,0.763855421686747,5.124608993530273,1.1076180934906006,0.2667583209999975,1.1076305389999561,,
0,classification,diabetes,1,BART,AUC,100,None,0.7041647042992666,0.7582998661311915,6.965675592422485,1.4660418033599854,0.3492928829999755,1.4660355460000574,,
0,classification,diabetes,1,BART,AUC,300,None,0.7034246114512548,0.7744979919678715,20.760244369506836,4.376098155975342,0.9689635140000519,4.376007995000009,,
0,classification,diabetes,1,BART,AUC,500,None,0.7051066406512817,0.7582998661311915,35.04133367538452,7.587351322174072,1.6933400579999898,7.587036772000033,,
0,classification,diabetes,2,BART,AUC,10,None,0.7024658548072394,0.668942436412316,0.7414450645446777,0.1466519832611084,0.059421795000048405,0.1466529700001047,,
0,classification,diabetes,2,BART,AUC,25,None,0.7232557357195721,0.7119812583668005,1.6601684093475342,0.3626549243927002,0.03527346900000339,0.3626453480000009,,
0,classification,diabetes,2,BART,AUC,50,None,0.7395545986678328,0.7034136546184738,3.401829957962036,0.7222745418548584,0.20633222699996168,0.7222394249999979,,
0,classification,diabetes,2,BART,AUC,75,None,0.7459126690439346,0.6897590361445783,5.176275253295898,1.1030418872833252,0.27586205500006145,1.1029939689999537,,
0,classification,diabetes,2,BART,AUC,100,None,0.7256946780596111,0.7175368139223561,6.829748868942261,1.4248440265655518,0.3230943160000379,1.4248359459999165,,
0,classification,diabetes,2,BART,AUC,300,None,0.7507905537240126,0.7004016064257028,21.043930292129517,4.319664716720581,0.8650538460000234,4.319627199000024,,
0,classification,diabetes,2,BART,AUC,500,None,0.7425486106438808,0.7089692101740294,35.19078493118286,7.283658981323242,1.741345911000053,7.283506720000105,,
0,classification,diabetes,3,BART,AUC,10,None,0.7279317768956468,0.7008701472556895,0.7122471332550049,0.15059638023376465,0.05833512599997448,0.15034882099996594,,
0,classification,diabetes,3,BART,AUC,25,None,0.7108928210993744,0.709437751004016,1.757249355316162,0.3715372085571289,0.04238988999998128,0.37154266000004554,,
0,classification,diabetes,3,BART,AUC,50,None,0.729058736459665,0.7038821954484605,3.408975601196289,0.7512540817260742,0.07316792100004932,0.7512557440001046,,
0,classification,diabetes,3,BART,AUC,75,None,0.7460976922559375,0.7175368139223561,5.232931137084961,1.1036171913146973,0.25219683699992856,1.1035911789999773,,
0,classification,diabetes,3,BART,AUC,100,None,0.7253246316356053,0.7170682730923694,6.886678695678711,1.4774785041809082,0.3239486969999916,1.4774755690000347,,
0,classification,diabetes,3,BART,AUC,300,None,0.7344916907757518,0.7175368139223561,21.05054497718811,4.361045598983765,0.9193447779999815,4.36098286999993,,
0,classification,diabetes,3,BART,AUC,500,None,0.7416066742918656,0.7205488621151271,34.49015736579895,7.283212423324585,1.601797882000028,7.28274819000012,,
0,classification,diabetes,4,BART,AUC,10,None,0.6957209177151316,0.703681392235609,0.6966097354888916,0.16084694862365723,0.03602762899981826,0.1608482429999185,,
0,classification,diabetes,4,BART,AUC,25,None,0.7157707057794523,0.7124497991967871,1.750736951828003,0.37923717498779297,0.042985070999975505,0.3792332730001817,,
0,classification,diabetes,4,BART,AUC,50,None,0.7157707057794523,0.7133868808567604,3.6210975646972656,0.7244455814361572,0.423334314000158,0.7244279859999097,,
0,classification,diabetes,4,BART,AUC,75,None,0.7174527349794791,0.7184738955823293,5.109601974487305,1.077864408493042,0.2749219140000605,1.077853430999994,,
0,classification,diabetes,4,BART,AUC,100,None,0.7182096481194913,0.7089692101740294,6.850435018539429,1.4464950561523438,0.29721268900016184,1.4465036819999568,,
0,classification,diabetes,4,BART,AUC,300,None,0.7240126488595843,0.7119812583668005,20.653590202331543,4.460174083709717,0.8205632599999717,4.460082967000062,,
0,classification,diabetes,4,BART,AUC,500,None,0.7182096481194913,0.706425702811245,35.47086310386658,7.252208232879639,1.7026297360000626,7.252147852999997,,
0,classification,diabetes,5,BART,AUC,10,None,0.6901029401870417,0.6330655957161982,0.7121849060058594,0.15133452415466309,0.04453461299999617,0.15135277099989253,,
0,classification,diabetes,5,BART,AUC,25,None,0.7281336203996501,0.6832663989290495,1.7192466259002686,0.3700685501098633,0.038164401999893016,0.3700744099999156,,
0,classification,diabetes,5,BART,AUC,50,None,0.7395545986678328,0.7124497991967871,3.363638162612915,0.7353849411010742,0.07360961099993801,0.7353884889998881,,
0,classification,diabetes,5,BART,AUC,75,None,0.7311276323756979,0.7038821954484605,5.482916355133057,1.0823230743408203,0.5158050099998945,1.082284603000062,,
0,classification,diabetes,5,BART,AUC,100,None,0.727191684047635,0.7068942436412315,6.838085412979126,1.4207568168640137,0.2909938790000979,1.4207892839999658,,
0,classification,diabetes,5,BART,AUC,300,None,0.7425486106438808,0.6892904953145917,20.428114414215088,4.38395881652832,0.7779779410000174,4.383875195999963,,
0,classification,diabetes,5,BART,AUC,500,None,0.7311276323756979,0.7034136546184738,35.651294469833374,7.568904399871826,1.7066902510000546,7.568978168000058,,
0,classification,diabetes,6,BART,AUC,10,None,0.716308955123461,0.6541499330655958,0.6872777938842773,0.14213800430297852,0.04351805300007072,0.14213844799996878,,
0,classification,diabetes,6,BART,AUC,25,None,0.7298156495996772,0.6744979919678715,1.670039415359497,0.3722708225250244,0.03504296899996007,0.3722726910000347,,
0,classification,diabetes,6,BART,AUC,50,None,0.7440456166319047,0.6680053547523427,3.442150831222534,0.7435336112976074,0.07677180099994985,0.7432296009999391,,
0,classification,diabetes,6,BART,AUC,75,None,0.7494785709479918,0.6735609103078982,5.143572092056274,1.109461784362793,0.4329421679999541,1.1094585299999835,,
0,classification,diabetes,6,BART,AUC,100,None,0.7509755769360157,0.6624497991967871,6.827304124832153,1.4553444385528564,0.316087336999999,1.4553432740001426,,
0,classification,diabetes,6,BART,AUC,300,None,0.7466695821839467,0.6649933065595716,20.817102193832397,4.386754035949707,0.8954651930000637,4.385875796999926,,
0,classification,diabetes,6,BART,AUC,500,None,0.7552815716880844,0.6735609103078982,34.920209646224976,7.3320441246032715,1.4600955750001958,7.331627631999936,,
0,classification,diabetes,7,BART,AUC,10,None,0.7005988023952094,0.6749665327978581,0.6978154182434082,0.14392733573913574,0.05486179600006835,0.1439281390000815,,
0,classification,diabetes,7,BART,AUC,25,None,0.7223306196595574,0.7124497991967871,1.7066137790679932,0.36072659492492676,0.14764273099990533,0.3607281670001612,,
0,classification,diabetes,7,BART,AUC,50,None,0.7476115185359617,0.7175368139223561,3.386579751968384,0.7152457237243652,0.13942051699996227,0.715235974000052,,
0,classification,diabetes,7,BART,AUC,75,None,0.7567785776761085,0.7038821954484605,5.002175331115723,1.0960979461669922,0.19452876099990135,1.096074696999949,,
0,classification,diabetes,7,BART,AUC,100,None,0.7481665881719707,0.7124497991967871,6.862651824951172,1.4700109958648682,0.3186535570000615,1.469985317999999,,
0,classification,diabetes,7,BART,AUC,300,None,0.7590324968041445,0.709437751004016,21.160111904144287,4.344743490219116,0.8845892199999525,4.34470844700013,,
0,classification,diabetes,7,BART,AUC,500,None,0.7481665881719707,0.7038821954484605,34.73522686958313,7.22212290763855,1.719744503999891,7.2220102549999865,,
0,classification,diabetes,8,BART,AUC,10,None,0.6962928076431406,0.7124497991967871,0.6915872097015381,0.1432492733001709,0.0541563250001218,0.14324345899990476,,
0,classification,diabetes,8,BART,AUC,25,None,0.7060317567112965,0.756425702811245,1.614501953125,0.36145615577697754,0.03843705100007355,0.3614628469999843,,
0,classification,diabetes,8,BART,AUC,50,None,0.7084706990513355,0.7615127175368139,3.1926941871643066,0.7273435592651367,0.07851963100006287,0.7274417169999197,,
0,classification,diabetes,8,BART,AUC,75,None,0.7112796878153804,0.7499330655957162,5.118058919906616,1.058936357498169,0.38556926499995825,1.0589259569999285,,
0,classification,diabetes,8,BART,AUC,100,None,0.7112796878153804,0.7499330655957162,6.9137122631073,1.4238789081573486,0.29836018099990724,1.4238518350000504,,
0,classification,diabetes,8,BART,AUC,300,None,0.7198916773195182,0.7529451137884873,20.71003794670105,4.285516738891602,0.8035175770000933,4.285449940000035,,
0,classification,diabetes,8,BART,AUC,500,None,0.7281336203996501,0.7494645247657296,34.89160132408142,7.127193212509155,1.5331253209999431,7.127166658000078,,
0,classification,diabetes,9,BART,AUC,10,None,0.7239958285675838,0.6800535475234271,0.706444501876831,0.14356088638305664,0.06243642699996599,0.143554469000037,,
0,classification,diabetes,9,BART,AUC,25,None,0.7331797079997309,0.6735609103078982,1.674804925918579,0.3551957607269287,0.13010840700007975,0.3551986059999308,,
0,classification,diabetes,9,BART,AUC,50,None,0.7421785642198749,0.6872155287817939,3.5003299713134766,0.725531816482544,0.1478543289999834,0.7255301269999563,,
0,classification,diabetes,9,BART,AUC,75,None,0.7506055305120097,0.6897590361445783,5.076562881469727,1.0736660957336426,0.205064855000046,1.0736700999998448,,
0,classification,diabetes,9,BART,AUC,100,None,0.7654073874722466,0.6691432396251674,6.774839162826538,1.4241564273834229,0.30556547300011516,1.4241356449999785,,
0,classification,diabetes,9,BART,AUC,300,None,0.7575354908161205,0.6786479250334673,20.947722911834717,4.262604475021362,0.8747728799999095,4.262614724000059,,
0,classification,diabetes,9,BART,AUC,500,None,0.7592175200161474,0.6761044176706827,34.93884491920471,7.5269293785095215,1.6695520709999983,7.5260869549999825,,
0,classification,german-credit,0,BART,AUC,10,None,0.5392703862660945,0.5621794871794872,0.9421188831329346,0.32448267936706543,0.07636557999990146,0.3244724179999139,,
0,classification,german-credit,0,BART,AUC,25,None,0.5967596566523605,0.5850854700854701,1.9990484714508057,0.7290103435516357,0.06617390899987186,0.7289980380000998,,
0,classification,german-credit,0,BART,AUC,50,None,0.6049678111587983,0.6008119658119658,3.825793504714966,1.476259708404541,0.1071467169999778,1.4762543990000268,,
0,classification,german-credit,0,BART,AUC,75,None,0.5842596566523606,0.6100854700854701,5.9743828773498535,2.2577826976776123,0.444406213000093,2.2577917409998918,,
0,classification,german-credit,0,BART,AUC,100,None,0.5956866952789699,0.627948717948718,8.512336015701294,2.8619308471679688,0.5352402739999889,2.8618585239998993,,
0,classification,german-credit,0,BART,AUC,300,None,0.6117489270386266,0.6286752136752136,23.979689598083496,8.628338098526001,1.2283465200000592,8.628288955000016,,
0,classification,german-credit,0,BART,AUC,500,None,0.6242489270386267,0.6422649572649572,39.48136520385742,14.865660667419434,2.139885110000023,14.865521092000108,,
