task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4816225466457431,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.2367222997131428,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4536176447401346,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3749954785946071,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,-0.0312599629017433,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.2416111465822468,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4683965725608413,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.152451031129689,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.1865224752211716,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4450019224114261,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.176785343144264,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.2324534476761527,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3083567952766409,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4417115415617719,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3632125272566542,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3883227569170284,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.1902813300173794,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4160046125068828,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3718406520371615,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3573703621760413,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.2904975842245463,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3802141825134865,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4394621139113739,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3903309291273131,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4442333514215575,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.5526303569432105,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.1344471944247227,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3202240342610704,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3154705091304131,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3028714602180014,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4082573238474848,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3552797155990217,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3485684266126081,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.1674720750826538,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.2083234742159305,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3084374818562824,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3896718143148973,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3569987400154683,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.4697403358908668,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3216894763867306,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.3423250874607085,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.402134334777163,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,4,4,-1,-1,0.401941991222989,-1,-1,-1,-1,-1,-1
