task,dataset,boot_iter,algorithm,scoring,n_trees,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,ionosphere,4,BART,AUC,100,None,0.8954761904761905,0.921904761904762,7.371200561523437,3.3814568519592285,0.3686181999992186,3.3814062210003613,,
classification,ionosphere,4,RF,AUC,300,None,1.0,0.9628571428571427,0.2197952270507812,0.0414009094238281,0.2197791199996572,0.0414022800005113,,
classification,ionosphere,4,RF-MTRY,AUC,300,"RandomForestClassifier(max_features=0.10007325854834821, n_estimators=300)",1.0,0.9628571428571427,0.2232646942138672,0.0329186916351318,0.7956989499998599,0.0329209499996068,12.98206663131714,21.93516597100006
classification,ionosphere,4,RF-DEPTH,AUC,300,"RandomForestClassifier(max_depth=18, n_estimators=300)",1.0,0.9628571428571427,0.2465999126434326,0.0322256088256835,0.6094774300008794,0.0322215200003483,9.935606956481934,18.711569711000266
classification,ionosphere,4,HS-RF,AUC,300,0.1,1.0,0.9628571428571427,0.3139257431030273,0.0333068370819091,0.3139247099998101,0.0333077400000547,5.282965898513794,5.283405080000193
classification,ionosphere,4,BART,AUC,300,None,0.9133333333333332,0.921904761904762,22.94668483734131,10.736012935638428,1.3340141200005746,10.735997260999284,,
classification,ionosphere,4,RF,AUC,500,None,1.0,0.9628571428571427,0.3696370124816894,0.0543065071105957,0.3696012499995049,0.0543080800007373,,
classification,ionosphere,4,RF-MTRY,AUC,500,"RandomForestClassifier(max_features=0.17655002711038803, n_estimators=500)",1.0,0.9628571428571427,0.4009528160095215,0.0542390346527099,0.8341681500005507,0.0542402500004755,21.52551245689392,30.766897241999686
classification,ionosphere,4,RF-DEPTH,AUC,500,"RandomForestClassifier(max_depth=20, n_estimators=500)",1.0,0.9628571428571427,0.3888518810272217,0.053373098373413,0.9387090000000172,0.0533741300005203,15.855474948883057,24.68634540099993
classification,ionosphere,4,HS-RF,AUC,500,1.0,1.0,0.9628571428571427,0.4996109008789062,0.0534183979034423,0.5001466300000175,0.0534194199999547,8.64858627319336,8.648955450999892
classification,ionosphere,4,BART,AUC,500,None,0.9040476190476192,0.933809523809524,38.41728162765503,17.000253438949585,2.207929790999515,17.000092370999482,,
classification,diabetes,0,RF,AUC,10,None,0.9719101123595506,0.6892904953145917,0.0079398155212402,0.0017287731170654,0.0079394200001843,0.0017294799999945,,
classification,diabetes,0,RF-MTRY,AUC,10,"RandomForestClassifier(max_features=0.3216587189153503, n_estimators=10)",0.9816490614277064,0.6619812583668006,0.0200445652008056,0.0021891593933105,0.2357479800002693,0.0240126700000473,1.2552812099456787,10.397579419999602
classification,diabetes,0,RF-DEPTH,AUC,10,"RandomForestClassifier(max_depth=9, n_estimators=10)",0.9389591603310232,0.7441767068273093,0.011221170425415,0.0022320747375488,0.131684750000204,0.0268036300003586,1.5381994247436523,10.837521301999914
classification,diabetes,0,HS-RF,AUC,10,10.0,0.953004104151248,0.7154618473895582,0.0205438137054443,0.0017364025115966,0.0205447600001207,0.0017366599995511,0.3290803432464599,0.6739723500004402
classification,diabetes,0,BART,AUC,10,None,0.7093958151113504,0.6633868808567603,0.7646028995513916,0.1483306884765625,0.0927820000006249,0.1482693699999799,,
classification,diabetes,0,RF,AUC,25,None,1.0,0.6594377510040161,0.0191478729248046,0.0038123130798339,0.0191474700004619,0.0038127699999677,,
classification,diabetes,0,RF-MTRY,AUC,25,"RandomForestClassifier(max_features=0.7103077640001652, n_estimators=25)",0.998502994011976,0.7307228915662651,0.0349483489990234,0.0049495697021484,0.4146350799992433,0.0563653799999883,1.7649519443511963,10.37814617999993
classification,diabetes,0,RF-DEPTH,AUC,25,"RandomForestClassifier(max_depth=18, n_estimators=25)",1.0,0.6867469879518071,0.0277659893035888,0.0050370693206787,0.3273609499992744,0.0603310299993609,1.5183212757110596,10.503328129999318
classification,diabetes,0,HS-RF,AUC,25,1.0,0.9913880104958622,0.7129183400267738,0.0479609966278076,0.0038845539093017,0.0479625199996007,0.0038848799995321,0.7519540786743164,1.0435454499993284
classification,diabetes,0,BART,AUC,25,None,0.7249377649195989,0.6856091030789826,1.6418428421020508,0.3714401721954345,0.0375120299995614,0.3712518600004841,,
classification,diabetes,0,RF,AUC,50,None,1.0,0.6927710843373495,0.0386962890625,0.0074176788330078,0.0386964199997237,0.0074182200005452,,
classification,diabetes,0,RF-MTRY,AUC,50,"RandomForestClassifier(max_features=0.850079446408321, n_estimators=50)",1.0,0.7261044176706828,0.067850112915039,0.0071215629577636,0.7230571000000054,0.0071221899997908,2.7097599506378174,11.707680880000224
classification,diabetes,0,RF-DEPTH,AUC,50,"RandomForestClassifier(max_depth=5, n_estimators=50)",0.8331595236493305,0.6992637215528782,0.0666034221649169,0.0066511631011962,0.668451229999846,0.0066519100000732,2.435067892074585,11.9714593409999
classification,diabetes,0,HS-RF,AUC,50,0.1,1.0,0.7038821954484605,0.0974199771881103,0.007441759109497,0.0973314599996229,0.0074422999996386,1.4794931411743164,1.4789623700007724
classification,diabetes,0,BART,AUC,50,None,0.7311276323756979,0.7124497991967871,3.225514411926269,0.7520666122436523,0.0783795400002418,0.7517660400008026,,
classification,diabetes,0,RF,AUC,75,None,1.0,0.6923025435073628,0.0570909976959228,0.0109624862670898,0.0570357400001739,0.010957679999592,,
classification,diabetes,0,RF-MTRY,AUC,75,"RandomForestClassifier(max_features=0.9116883721303445, n_estimators=75)",0.998502994011976,0.714524765729585,0.1050119400024414,0.0104846954345703,0.7603776799996922,0.0104857599999377,3.743373394012451,12.748176771000544
classification,diabetes,0,RF-DEPTH,AUC,75,"RandomForestClassifier(max_depth=20, n_estimators=75)",1.0,0.709437751004016,0.0688755512237548,0.0112698078155517,0.6921446699998342,0.011270869999862,3.2191951274871826,12.450015929999608
classification,diabetes,0,HS-RF,AUC,75,0.1,1.0,0.709437751004016,0.145531415939331,0.0109975337982177,0.1456670799998392,0.0109982800004218,2.2101054191589355,2.2090694400003485
classification,diabetes,0,BART,AUC,75,None,0.7314976787997038,0.7068942436412315,4.978158473968506,1.0928287506103516,0.1263702000005651,1.0928266099999746,,
classification,diabetes,0,RF,AUC,100,None,1.0,0.7129183400267738,0.0751585960388183,0.0142586231231689,0.0751537500000267,0.0142590900004506,,
classification,diabetes,0,RF-MTRY,AUC,100,RandomForestClassifier(max_features=0.1995629899709423),1.0,0.7154618473895582,0.0880739688873291,0.0144088268280029,0.7259778999996342,0.0144100799998341,4.492965698242188,13.222103179999976
classification,diabetes,0,RF-DEPTH,AUC,100,RandomForestClassifier(max_depth=6),0.8910213281302564,0.6906961178045516,0.0910818576812744,0.0136129856109619,0.6686894799995571,0.0136138200005007,4.0861639976501465,13.307196251999812
classification,diabetes,0,HS-RF,AUC,100,0.1,1.0,0.7099062918340027,0.1971869468688964,0.0150058269500732,0.1971484400000918,0.0150066400001378,2.981629610061645,2.981439909999608
classification,diabetes,0,BART,AUC,100,None,0.7401096683038416,0.7154618473895582,6.746224880218506,1.515819787979126,0.277156119999745,1.51561460099947,,
classification,diabetes,0,RF,AUC,300,None,1.0,0.7038821954484605,0.228386640548706,0.042931318283081,0.2283818100004282,0.0429319600007147,,
classification,diabetes,0,RF-MTRY,AUC,300,"RandomForestClassifier(max_features=0.448162881142243, n_estimators=300)",1.0,0.7180053547523426,0.2795863151550293,0.0413730144500732,0.8414135200000601,0.041374249999535,12.16499376296997,21.680932281000423
classification,diabetes,0,RF-DEPTH,AUC,300,"RandomForestClassifier(max_depth=29, n_estimators=300)",1.0,0.7180053547523426,0.2467238903045654,0.0425586700439453,0.8343896399992445,0.0425596400000358,10.245390176773071,19.49406498099961
classification,diabetes,0,HS-RF,AUC,300,0.1,1.0,0.7154618473895582,0.5763535499572754,0.0420804023742675,0.5764157699995849,0.0420748300002742,8.824195146560669,8.824826450999353
classification,diabetes,0,BART,AUC,300,None,0.7397396218798359,0.7205488621151271,20.43570160865784,4.476650953292847,0.9533438909993492,4.476668710000013,,
classification,diabetes,0,RF,AUC,500,None,1.0,0.7038821954484605,0.3752806186676025,0.0695147514343261,0.3752934699996331,0.0695155400007934,,
classification,diabetes,0,RF-MTRY,AUC,500,"RandomForestClassifier(max_features=0.3963729347102436, n_estimators=500)",1.0,0.7235609103078983,0.4338552951812744,0.0682427883148193,1.0029970899995533,0.0682381799997529,18.402602910995483,27.0636580219998
classification,diabetes,0,RF-DEPTH,AUC,500,"RandomForestClassifier(max_depth=23, n_estimators=500)",1.0,0.7124497991967871,0.3904910087585449,0.0709850788116455,0.8023696400005065,0.0709863900001437,16.593937873840332,25.525011860999257
classification,diabetes,0,HS-RF,AUC,500,0.1,1.0,0.7180053547523426,0.96817946434021,0.0710670948028564,0.968201169999702,0.0710686600004919,14.666198968887327,14.667358491999948
classification,diabetes,0,BART,AUC,500,None,0.7423635874318777,0.7149933065595715,34.50984311103821,7.633383989334106,1.5695464499995069,7.633361641000192,,
classification,diabetes,0,RF,AUC,10,None,0.9776536312849162,0.7169144856354706,0.0079660415649414,0.0017414093017578,0.0079655200006527,0.0017420700005459,,
classification,diabetes,0,RF-MTRY,AUC,10,"RandomForestClassifier(max_features=0.13632988221212444, n_estimators=10)",0.9832402234636872,0.7060485770032968,0.0103933811187744,0.0022988319396972,0.1232626500004698,0.0272002900001098,1.4169538021087646,10.608895729999858
classification,diabetes,0,RF-DEPTH,AUC,10,"RandomForestClassifier(max_depth=3, n_estimators=10)",0.7542570503464358,0.7337684182197403,0.0121693611145019,0.0026051998138427,0.1407371699997384,0.0306732300005023,1.077880859375,10.37851327000044
classification,diabetes,0,HS-RF,AUC,10,10.0,0.9437146643850556,0.7304043598196865,0.0198166370391845,0.0017287731170654,0.0198177000002033,0.0017292900001848,0.331047773361206,0.7324538299999404
classification,diabetes,0,BART,AUC,10,None,0.7067710168268827,0.6929287492430869,0.731010913848877,0.1527044773101806,0.0714271199994982,0.1527055499991547,,
classification,diabetes,0,RF,AUC,25,None,0.9972067039106144,0.7349121980757586,0.018935203552246,0.0038123130798339,0.0189357199997175,0.0038131199999043,,
classification,diabetes,0,RF-MTRY,AUC,25,"RandomForestClassifier(max_features=0.3849609451004373, n_estimators=25)",1.0,0.7409002220278544,0.0301005840301513,0.004828929901123,0.2925570499992318,0.0511062700006732,1.6013517379760742,9.965884539999934
classification,diabetes,0,RF-DEPTH,AUC,25,"RandomForestClassifier(max_depth=3, n_estimators=25)",0.7572600533494387,0.7154006593554464,0.0221431255340576,0.0041351318359375,0.2656703700004073,0.0496386200002234,1.761775016784668,11.131228379999811
classification,diabetes,0,HS-RF,AUC,25,0.1,1.0,0.742380407723878,0.0481884479522705,0.0039067268371582,0.0481887199994162,0.0039071600003808,0.757636308670044,0.9673956500000712
classification,diabetes,0,BART,AUC,25,None,0.7246128810374619,0.7086725425553387,1.6042239665985107,0.3787500858306885,0.0406245999993188,0.3787417000003188,,
classification,diabetes,0,RF,AUC,50,None,1.0,0.7277803942676445,0.0379390716552734,0.0073835849761962,0.0379310299995268,0.0073842100000547,,
classification,diabetes,0,RF-MTRY,AUC,50,"RandomForestClassifier(max_features=0.36577151723769696, n_estimators=50)",1.0,0.7476283388279621,0.0535709857940673,0.0094168186187744,0.6375201700002435,0.0599259399996299,2.551410436630249,11.88721563999934
classification,diabetes,0,RF-DEPTH,AUC,50,"RandomForestClassifier(max_depth=3, n_estimators=50)",0.7510107873236366,0.7180246249074884,0.0448894500732421,0.0081262588500976,0.516754199999923,0.0975190499993914,2.3741254806518555,11.748835529999267
classification,diabetes,0,HS-RF,AUC,50,10.0,0.9630580300971362,0.7251564287156025,0.0957932472229003,0.007214069366455,0.095794059999207,0.007214830000521,1.477351427078247,1.561409150000145
classification,diabetes,0,BART,AUC,50,None,0.7261479356451424,0.7075624032833211,3.310433864593506,0.7398049831390381,0.082632609999564,0.7398019799993563,,
classification,diabetes,0,RF,AUC,75,None,1.0,0.7363923837717823,0.0561563968658447,0.0106456279754638,0.056156159999773,0.0106462699995972,,
classification,diabetes,0,RF-MTRY,AUC,75,"RandomForestClassifier(max_features=0.15978151896598367, n_estimators=75)",1.0,0.7161743927874588,0.070927619934082,0.0110869407653808,0.7393044400005238,0.0110875000000305,3.663518190383911,12.919886560000124
classification,diabetes,0,RF-DEPTH,AUC,75,"RandomForestClassifier(max_depth=23, n_estimators=75)",1.0,0.7247863822915966,0.0758042335510253,0.0108084678649902,0.7415351299996473,0.0108088599999973,3.1699461936950684,11.706195369999476
classification,diabetes,0,HS-RF,AUC,75,1.0,1.0,0.7304043598196865,0.1443414688110351,0.0111002922058105,0.144373170000108,0.011097179999524,2.1944472789764404,2.194540890999633
classification,diabetes,0,BART,AUC,75,None,0.7287315248209103,0.7191684047635067,5.05495285987854,1.134373903274536,0.3251003999994282,1.134377889999996,,
classification,diabetes,0,RF,AUC,100,None,1.0,0.7386463028998184,0.074836254119873,0.0146193504333496,0.0748367500000313,0.0146205900000495,,
classification,diabetes,0,RF-MTRY,AUC,100,RandomForestClassifier(max_features=0.3239977784931509),1.0,0.7270403014196327,0.0930671691894531,0.0141632556915283,0.7598509399995237,0.0141596800003753,4.410602331161499,13.019854541000312
classification,diabetes,0,RF-DEPTH,AUC,100,RandomForestClassifier(max_depth=5),0.8150468904658847,0.7393863957478302,0.0853803157806396,0.012683629989624,0.6861700400004338,0.012697610000032,3.988865613937378,13.199746369999955
classification,diabetes,0,HS-RF,AUC,100,10.0,0.9634774439243712,0.7307744062436924,0.1864702701568603,0.0139741897583007,0.186537870000393,0.0139747900002475,2.8795034885406494,2.8796228000001065
classification,diabetes,0,BART,AUC,100,None,0.7349472377405338,0.7307744062436924,6.728432893753052,1.4518728256225586,0.2669297099992036,1.4518921299995782,,
classification,diabetes,0,RF,AUC,300,None,1.0,0.7304043598196865,0.2194724082946777,0.0415525436401367,0.2194659099995988,0.0415535399997679,,
classification,diabetes,0,RF-MTRY,AUC,300,"RandomForestClassifier(max_features=0.26876273443625953, n_estimators=300)",1.0,0.7165444392114647,0.2425265312194824,0.0419909954071044,0.8944573299995682,0.0420085200003086,11.207364559173584,20.79160116099956
classification,diabetes,0,RF-DEPTH,AUC,300,"RandomForestClassifier(max_depth=4, n_estimators=300)",0.7759407452144882,0.73188454551571,0.2075204849243164,0.0363259315490722,0.8537786799997775,0.0363267200000336,10.079752206802368,18.740732751
classification,diabetes,0,HS-RF,AUC,300,10.0,0.9748603351955308,0.7367624301957882,0.564408540725708,0.0421993732452392,0.5644211199996789,0.0421998199999507,8.555362224578857,8.555506020999928
classification,diabetes,0,BART,AUC,300,None,0.7306524401496469,0.7277803942676445,20.58073878288269,4.336653709411621,0.9639648699994724,4.336619390000124,,
classification,diabetes,0,RF,AUC,500,None,1.0,0.7247863822915966,0.3729383945465088,0.0698614120483398,0.3729206199996042,0.0698622099998829,,
classification,diabetes,0,RF-MTRY,AUC,500,"RandomForestClassifier(max_features=0.10002676764028962, n_estimators=500)",1.0,0.7393863957478302,0.3471035957336426,0.0697648525238037,0.7678990300000805,0.0697653400002309,17.99652647972107,27.121560563999992
classification,diabetes,0,RF-DEPTH,AUC,500,"RandomForestClassifier(max_depth=5, n_estimators=500)",0.8277215763249284,0.742750454147884,0.3500485420227051,0.0613510608673095,0.9514868309997836,0.0613517199999478,16.00205135345459,24.846722250999846
classification,diabetes,0,HS-RF,AUC,500,0.1,1.0,0.7360223373477764,0.9333839416503906,0.0685477256774902,0.9333691100000578,0.0685483899997052,14.24685525894165,14.247349850999854
classification,diabetes,0,BART,AUC,500,None,0.7321539416511483,0.7191684047635067,33.7100613117218,7.20759105682373,1.549033469999813,7.207529821000207,,
classification,diabetes,0,RF,AUC,10,None,0.9860335195530726,0.6734508511067752,0.0078141689300537,0.0017008781433105,0.0078138299995771,0.0017013899996527,,
classification,diabetes,0,RF-MTRY,AUC,10,"RandomForestClassifier(max_features=0.8799625847965706, n_estimators=10)",0.9817387219621856,0.6951826683711229,0.0158102512359619,0.0022082328796386,0.1897380600003089,0.0265096599996468,1.1276750564575195,9.86417941000036
classification,diabetes,0,RF-DEPTH,AUC,10,"RandomForestClassifier(max_depth=4, n_estimators=10)",0.7533846695857869,0.6809190607548947,0.0209231376647949,0.0106356143951416,0.2508599100001447,0.1276313700000173,1.3836393356323242,11.265856740000345
classification,diabetes,0,HS-RF,AUC,10,25.0,0.9112771989866962,0.7075287626993204,0.0202353000640869,0.0017116069793701,0.0202359400000204,0.0017120499996963,0.3198950290679931,0.5836928499993519
classification,diabetes,0,BART,AUC,10,None,0.729780059388998,0.687680818139003,0.7014038562774658,0.1486196517944336,0.0740934699997524,0.148638700000447,,
classification,diabetes,0,RF,AUC,25,None,1.0,0.684316759738949,0.0188009738922119,0.003772497177124,0.0188007799997649,0.0037728199995399,,
classification,diabetes,0,RF-MTRY,AUC,25,"RandomForestClassifier(max_features=0.6946001632851913, n_estimators=25)",1.0,0.7315144990917043,0.0339488983154296,0.0048434734344482,0.4071878899994772,0.0581011900003431,1.6137943267822266,10.547428340000806
classification,diabetes,0,RF-DEPTH,AUC,25,"RandomForestClassifier(max_depth=28, n_estimators=25)",1.0,0.7236426024355782,0.0272722244262695,0.0049355030059814,0.3272830000005342,0.0592390599995269,1.6352112293243408,10.722570480000286
classification,diabetes,0,HS-RF,AUC,25,1.0,0.9886171087288406,0.6959227612191348,0.0478541851043701,0.0038349628448486,0.0478547700004128,0.0038353799991455,0.7457358837127686,0.9113179200003289
classification,diabetes,0,BART,AUC,25,None,0.7237740533829919,0.6771849559308349,1.6762328147888184,0.3629841804504394,0.1313102899994191,0.3629914800003462,,
classification,diabetes,0,RF,AUC,50,None,1.0,0.7015407387472247,0.0376379489898681,0.0072441101074218,0.0376323500004218,0.0072444099996573,,
classification,diabetes,0,RF-MTRY,AUC,50,"RandomForestClassifier(max_features=0.5667551764141634, n_estimators=50)",1.0,0.7315144990917043,0.0632319450378418,0.0072181224822998,0.7587985300006039,0.0095273400002042,2.371377468109131,11.166742150000571
classification,diabetes,0,RF-DEPTH,AUC,50,"RandomForestClassifier(max_depth=6, n_estimators=50)",0.8840069119398728,0.7243826952835901,0.0501554012298584,0.0086793899536132,0.6018715300006079,0.0935336499996992,2.405663251876831,11.363004779999756
classification,diabetes,0,HS-RF,AUC,50,0.1,0.9984984984984984,0.734878557491758,0.0948400497436523,0.0071015357971191,0.0948312299997269,0.0071020900004441,1.4530670642852783,1.471533000000818
classification,diabetes,0,BART,AUC,50,None,0.7439562467495429,0.6906748301150508,3.2564446926116943,0.7280585765838623,0.1658214899998711,0.7280582100001993,,
classification,diabetes,0,RF,AUC,75,None,1.0,0.7086725425553387,0.0556120872497558,0.0106430053710937,0.0556120600003851,0.0106435199995758,,
classification,diabetes,0,RF-MTRY,AUC,75,"RandomForestClassifier(max_features=0.30972547325455213, n_estimators=75)",1.0,0.7292605799636682,0.0759074687957763,0.0108270645141601,0.7461663799995222,0.0108276200007821,3.6226649284362793,12.560997800000225
classification,diabetes,0,RF-DEPTH,AUC,75,"RandomForestClassifier(max_depth=3, n_estimators=75)",0.7628466455282098,0.6857969454349727,0.0665569305419921,0.0093410015106201,0.7394097300002613,0.0093415700002879,3.13570499420166,12.258544859999349
classification,diabetes,0,HS-RF,AUC,75,0.1,1.0,0.7386126623158178,0.1439237594604492,0.0107529163360595,0.1439237100003083,0.0107530400000541,2.2140591144561768,2.214150581000468
classification,diabetes,0,BART,AUC,75,None,0.7534182226919657,0.6846868061629551,4.826049566268921,1.1113629341125488,0.2240966199997274,1.111372520000259,,
classification,diabetes,0,RF,AUC,100,None,1.0,0.7213886833075422,0.0750997066497802,0.0142519474029541,0.0750995500002318,0.0142523700005767,,
classification,diabetes,0,RF-MTRY,AUC,100,RandomForestClassifier(max_features=0.1000301518004689),1.0,0.7157707057794523,0.0882432460784912,0.0146074295043945,0.7795255000000907,0.0146081299999423,4.370274782180786,13.65611901200009
classification,diabetes,0,RF-DEPTH,AUC,100,RandomForestClassifier(max_depth=3),0.7602630563524418,0.6745609903787929,0.0825819969177246,0.0122742652893066,0.75832298000023,0.0122752900006162,3.812098264694214,12.502872430000023
classification,diabetes,0,HS-RF,AUC,100,0.1,1.0,0.7288905335396623,0.1922965049743652,0.0140209197998046,0.1922971200001484,0.014021309999407,2.925360918045044,2.9254394399995363
classification,diabetes,0,BART,AUC,100,None,0.7506249266025802,0.6704568391307273,6.642789363861084,1.474600315093994,0.3670474900000045,1.47458682999968,,
classification,diabetes,0,RF,AUC,300,None,1.0,0.7180246249074884,0.2235589027404785,0.0422232151031494,0.2235703099995589,0.0422235500000169,,
classification,diabetes,0,RF-MTRY,AUC,300,"RandomForestClassifier(max_features=0.26649374352702615, n_estimators=300)",1.0,0.7322545919397161,0.2498660087585449,0.0413219928741455,0.8609719200003383,0.0413228400002481,11.305810451507568,20.234004922000167
classification,diabetes,0,RF-DEPTH,AUC,300,"RandomForestClassifier(max_depth=4, n_estimators=300)",0.8092505913734963,0.6880508645630088,0.211709976196289,0.0368616580963134,0.8870155499998873,0.0368621899997378,9.868667602539062,18.991657550999665
classification,diabetes,0,HS-RF,AUC,300,1.0,1.0,0.7210186368835363,0.573136568069458,0.0414726734161376,0.5732992800003558,0.0414661999993768,8.720991373062134,8.721422321000318
classification,diabetes,0,BART,AUC,300,None,0.7572936064556176,0.6903047836910448,20.01789140701294,4.379976987838745,0.8347627699995428,4.379978169999959,,
classification,diabetes,0,RF,AUC,500,None,1.0,0.7434905469958959,0.3660323619842529,0.0682299137115478,0.3660168099995644,0.0682305099999212,,
classification,diabetes,0,RF-MTRY,AUC,500,"RandomForestClassifier(max_features=0.36872721859943824, n_estimators=500)",1.0,0.7434905469958959,0.3820366859436035,0.0687019824981689,0.809681300000193,0.0687023299997235,18.456920623779297,27.53951929200048
classification,diabetes,0,RF-DEPTH,AUC,500,"RandomForestClassifier(max_depth=4, n_estimators=500)",0.8206334826446557,0.6992868196191886,0.340184211730957,0.0600929260253906,1.0380082800002128,0.0600877300003048,16.020006895065308,25.35540607100029
classification,diabetes,0,HS-RF,AUC,500,1.0,1.0,0.7124066473793985,0.9442226886749268,0.0692653656005859,0.9447550199993202,0.0692662599994946,14.33591651916504,14.336411081999358
classification,diabetes,0,BART,AUC,500,None,0.7529988088647307,0.6846868061629551,33.88694906234741,7.3413472175598145,1.444187719999718,7.341326701000071,,
classification,diabetes,1,RF,AUC,10,None,0.9816490614277064,0.6987951807228916,0.0080766677856445,0.00175142288208,0.0080769899996084,0.0017517699998279,,
classification,diabetes,1,RF-MTRY,AUC,10,"RandomForestClassifier(max_features=0.8488009508008019, n_estimators=10)",0.9747191011235956,0.7022757697456493,0.0151705741882324,0.0022087097167968,0.1820626799999445,0.0265180699998381,1.155656337738037,10.010534430000009
classification,diabetes,1,RF-DEPTH,AUC,10,"RandomForestClassifier(max_depth=5, n_estimators=10)",0.8084505147009352,0.6765729585006693,0.0102753639221191,0.0021188259124755,0.1233139400001164,0.0254385500002172,1.4091498851776123,10.895486590000472
classification,diabetes,1,HS-RF,AUC,10,1.0,0.9799670322276794,0.6772423025435074,0.0209712982177734,0.0017549991607666,0.0209719399999812,0.0017554199994265,0.3321561813354492,0.6919924799994988
classification,diabetes,1,BART,AUC,10,None,0.7157707057794523,0.707831325301205,0.7008647918701172,0.1524140834808349,0.068557960000362,0.1524061999998593,,
classification,diabetes,1,RF,AUC,25,None,0.998502994011976,0.6978580990629183,0.0195107460021972,0.0038776397705078,0.0195107199997437,0.0038780000004408,,
classification,diabetes,1,RF-MTRY,AUC,25,"RandomForestClassifier(max_features=0.8427401280186633, n_estimators=25)",0.997005988023952,0.719611780455154,0.0362958908081054,0.0046436786651611,0.4353485499996168,0.0555908899996211,1.6596949100494385,10.554251439999462
classification,diabetes,1,RF-DEPTH,AUC,25,"RandomForestClassifier(max_depth=14, n_estimators=25)",0.9956940052479312,0.7008701472556895,0.0273120403289794,0.0050082206726074,0.3274162400002751,0.0601147099996524,1.6728017330169678,10.66221349999978
classification,diabetes,1,HS-RF,AUC,25,1.0,0.9928850164838862,0.7008701472556895,0.0473430156707763,0.0038301944732666,0.0473439899997174,0.0038309500005198,0.7451417446136475,0.8975527900001907
classification,diabetes,1,BART,AUC,25,None,0.7303707192356859,0.6967202141900938,1.6147658824920654,0.3612620830535888,0.033534789999976,0.3612540500007526,,
classification,diabetes,1,RF,AUC,50,None,1.0,0.6842034805890228,0.037287950515747,0.007258653640747,0.0372879999995348,0.0072593100003359,,
classification,diabetes,1,RF-MTRY,AUC,50,"RandomForestClassifier(max_features=0.3201579051934248, n_estimators=50)",1.0,0.701338688085676,0.0531947612762451,0.0075030326843261,0.5697349599995505,0.0150094699993132,2.5196609497070312,11.44200757999988
classification,diabetes,1,RF-DEPTH,AUC,50,"RandomForestClassifier(max_depth=8, n_estimators=50)",0.9479411962591672,0.6867469879518071,0.051898717880249,0.0087835788726806,0.6226553199994669,0.1054267800000161,2.4800236225128174,11.8951833000001
classification,diabetes,1,HS-RF,AUC,50,10.0,0.9576801453273228,0.6902275769745649,0.0942535400390625,0.0070724487304687,0.0942541099993832,0.0070733200000177,1.4606337547302246,1.4631563800003278
classification,diabetes,1,BART,AUC,50,None,0.7402946915158448,0.7073627844712183,3.166177034378052,0.7434000968933105,0.0826050499999837,0.7434050100000604,,
classification,diabetes,1,RF,AUC,75,None,0.998502994011976,0.7175368139223561,0.0567624568939209,0.0107543468475341,0.0567621299996972,0.0107553299994833,,
classification,diabetes,1,RF-MTRY,AUC,75,"RandomForestClassifier(max_features=0.6030873201212745, n_estimators=75)",1.0,0.7235609103078983,0.1031713485717773,0.0107293128967285,0.729181730000164,0.0107297499998821,3.525744915008545,12.656950190000316
classification,diabetes,1,RF-DEPTH,AUC,75,"RandomForestClassifier(max_depth=7, n_estimators=75)",0.9164872502186636,0.6987951807228916,0.0726082324981689,0.0104854106903076,0.726742529999683,0.0104863100004877,3.1755263805389404,12.446308210000096
classification,diabetes,1,HS-RF,AUC,75,0.1,1.0,0.6918340026773762,0.1458504199981689,0.0108284950256347,0.1458509599997342,0.0108288899991748,2.210817575454712,2.2113443609996466
classification,diabetes,1,BART,AUC,75,None,0.7374857027517998,0.6957831325301205,4.833032608032227,1.109602928161621,0.2151462800002264,1.1096123200004513,,
classification,diabetes,1,RF,AUC,100,None,1.0,0.6927710843373495,0.0763583183288574,0.0142915248870849,0.0763523200002964,0.0142925899999681,,
classification,diabetes,1,RF-MTRY,AUC,100,RandomForestClassifier(max_features=0.5236531224518168),1.0,0.701338688085676,0.1070814132690429,0.013932466506958,0.7531105609996303,0.0139259199995649,4.349515914916992,12.870574059999852
classification,diabetes,1,RF-DEPTH,AUC,100,RandomForestClassifier(max_depth=10),0.9831460674157304,0.7291164658634538,0.0911009311676025,0.0142576694488525,0.7681346099998336,0.0142580299998371,3.944586992263794,13.154616639999404
classification,diabetes,1,HS-RF,AUC,100,0.1,1.0,0.7124497991967871,0.1952817440032959,0.0143468379974365,0.1952825300004406,0.01434750000044,2.970428943634033,2.9708553300006315
classification,diabetes,1,BART,AUC,100,None,0.7354336271277669,0.7149933065595715,6.538141489028931,1.4349756240844729,0.2496454700003596,1.434993210000357,,
classification,diabetes,1,RF,AUC,300,None,1.0,0.7038821954484605,0.2225251197814941,0.0414729118347168,0.2225201900000684,0.0414730500006044,,
classification,diabetes,1,RF-MTRY,AUC,300,"RandomForestClassifier(max_features=0.21109299976950557, n_estimators=300)",1.0,0.6897590361445783,0.2173948287963867,0.0422570705413818,0.8668023700001868,0.0422579900005075,11.483155488967896,20.60704495100072
classification,diabetes,1,RF-DEPTH,AUC,300,"RandomForestClassifier(max_depth=18, n_estimators=300)",1.0,0.709437751004016,0.2414131164550781,0.0413203239440918,0.9128606900003432,0.0413210699998671,10.15491795539856,19.473983240999587
