,task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
3618,classification,breast-cancer,80,DT,AUC,31,32,None,0.9567663817663816,0.6891133557800224,0.0005104541778564,0.0001337528228759,0.0005084499999981,0.0001341299999921,,
3619,classification,breast-cancer,80,HS (CART),AUC,31,32,100.0,0.8708689458689458,0.6787317620650954,0.000464916229248,0.0001215934753417,0.0004653700000005,0.0001220899999907,0.0218183994293212,0.0218186199999905
3620,classification,breast-cancer,81,DT,AUC,1,2,None,0.6746438746438747,0.6245791245791246,0.000293493270874,0.0001378059387207,0.0002924300000017,0.0001385099999993,,
3621,classification,breast-cancer,81,HS (CART),AUC,1,2,100.0,0.6746438746438747,0.6245791245791246,9.870529174804688e-05,0.000117540359497,9.91900000002488e-05,0.0001181199999962,0.0143589973449707,0.0143592200000028
3622,classification,breast-cancer,81,DT,AUC,3,4,None,0.7488603988603988,0.6812570145903478,0.0004675388336181,0.0001606941223144,0.0004656800000049,0.0001616699999971,,
3623,classification,breast-cancer,81,HS (CART),AUC,3,4,10.0,0.7488603988603988,0.6812570145903478,0.0001387596130371,0.000133991241455,0.0001392399999957,0.0001345600000064,0.0157880783081054,0.0157884099999989
3624,classification,breast-cancer,81,DT,AUC,7,8,None,0.8119658119658119,0.6961279461279462,0.0005719661712646,0.0001819133758544,0.0005706200000048,0.0001827399999996,,
3625,classification,breast-cancer,81,HS (CART),AUC,7,8,100.0,0.7941595441595442,0.6865881032547699,0.0001916885375976,0.0001358985900878,0.000192080000005,0.0001363799999865,0.0173790454864501,0.0173791499999964
3626,classification,breast-cancer,81,DT,AUC,11,12,None,0.8344017094017094,0.6649831649831649,0.0004107952117919,0.0001451969146728,0.0004100900000025,0.0001456699999948,,
3627,classification,breast-cancer,81,HS (CART),AUC,11,12,1.0,0.8332621082621082,0.6630190796857464,0.0002307891845703,0.0001411437988281,0.000231190000008,0.0001420000000109,0.0170075893402099,0.0170084500000058
3628,classification,breast-cancer,81,DT,AUC,14,15,None,0.854059829059829,0.6108305274971941,0.0004189014434814,0.0001435279846191,0.0004180899999965,0.0001442300000036,,
3629,classification,breast-cancer,81,HS (CART),AUC,14,15,50.0,0.8111823361823363,0.6829405162738496,0.000298261642456,0.0001261234283447,0.0002987200000035,0.0001262999999909,0.0192229747772216,0.0194241800000014
3630,classification,breast-cancer,81,DT,AUC,19,20,None,0.8782051282051282,0.5763187429854095,0.0008013248443603,0.0002562999725341,0.0007975700000031,0.0002571999999929,,
3631,classification,breast-cancer,81,HS (CART),AUC,19,20,100.0,0.8098290598290598,0.680976430976431,0.0003192424774169,0.0001177787780761,0.0003194299999904,0.0001182700000015,0.0206680297851562,0.0206779600000004
3632,classification,breast-cancer,81,DT,AUC,23,24,None,0.8988603988603989,0.5406846240179574,0.000441551208496,0.0001623630523681,0.0004402600000048,0.0001625999999959,,
3633,classification,breast-cancer,81,HS (CART),AUC,23,24,25.0,0.8254985754985755,0.680695847362514,0.0003626346588134,0.0001173019409179,0.0003627899999969,0.0001176899999961,0.0190751552581787,0.0190756899999939
3634,classification,breast-cancer,81,DT,AUC,27,28,None,0.9212250712250712,0.6049382716049383,0.0004122257232666,0.0001256465911865,0.0004112200000037,0.0001259099999941,,
3635,classification,breast-cancer,81,HS (CART),AUC,27,28,10.0,0.8846153846153847,0.7107182940516273,0.0004172325134277,0.0001194477081298,0.0004174799999958,0.0001201999999977,0.0231857299804687,0.0231869600000038
3636,classification,breast-cancer,81,DT,AUC,29,30,None,0.939102564102564,0.5507856341189674,0.0004220008850097,0.0001270771026611,0.0004212000000052,0.0001276200000006,,
3637,classification,breast-cancer,81,HS (CART),AUC,29,30,50.0,0.8734330484330485,0.654040404040404,0.0004365444183349,0.0001189708709716,0.0004369299999922,0.0001195699999954,0.0204384326934814,0.0204384800000099
3638,classification,breast-cancer,81,DT,AUC,31,32,None,0.9508547008547008,0.5622895622895623,0.0004572868347167,0.0001430511474609,0.0004559000000057,0.0001436399999903,,
3639,classification,breast-cancer,81,HS (CART),AUC,31,32,50.0,0.8891737891737891,0.659652076318743,0.0005390644073486,0.000136375427246,0.000539670000009,0.0001368100000007,0.025667667388916,0.0256687899999974
3640,classification,breast-cancer,82,DT,AUC,1,2,None,0.7193732193732194,0.5858585858585859,0.0002775192260742,0.0001406669616699,0.0002762799999942,0.0001409199999926,,
3641,classification,breast-cancer,82,HS (CART),AUC,1,2,0.1,0.7193732193732194,0.5858585858585859,0.0001084804534912,0.0001256465911865,0.0001088699999911,0.0001257300000077,0.0141992568969726,0.0141992699999917
3642,classification,breast-cancer,82,DT,AUC,3,4,None,0.7622507122507123,0.5378787878787878,0.0003802776336669,0.0001347064971923,0.0003795399999972,0.0001350299999955,,
3643,classification,breast-cancer,82,HS (CART),AUC,3,4,10.0,0.7622507122507123,0.5378787878787878,0.0001332759857177,0.0001246929168701,0.0001334699999944,0.0001253500000046,0.0153720378875732,0.0153724700000026
3644,classification,breast-cancer,82,DT,AUC,7,8,None,0.7894586894586894,0.5620089786756454,0.0003395080566406,0.0001330375671386,0.0003389800000093,0.0001334600000006,,
3645,classification,breast-cancer,82,HS (CART),AUC,7,8,25.0,0.77991452991453,0.5406846240179574,0.0001652240753173,0.0001118183135986,0.0001657199999982,0.0001122500000008,0.0163447856903076,0.0163449100000008
3646,classification,breast-cancer,82,DT,AUC,11,12,None,0.8600427350427351,0.5774410774410774,0.000354528427124,0.0001335144042968,0.0003540099999952,0.0001339700000073,,
3647,classification,breast-cancer,82,HS (CART),AUC,11,12,25.0,0.8438034188034188,0.5286195286195285,0.0002443790435791,0.0001361370086669,0.0002450100000004,0.0001365999999904,0.0178315639495849,0.0178317599999928
3648,classification,breast-cancer,82,DT,AUC,14,15,None,0.8795584045584046,0.5603254769921436,0.000472068786621,0.0001440048217773,0.0004706399999889,0.0001444399999996,,
3649,classification,breast-cancer,82,HS (CART),AUC,14,15,25.0,0.8584757834757835,0.5530303030303031,0.0002846717834472,0.0001304149627685,0.0002851799999916,0.0001309299999974,0.0189807415008544,0.0189810199999982
3650,classification,breast-cancer,82,DT,AUC,19,20,None,0.9167378917378918,0.5409652076318743,0.0005555152893066,0.0001592636108398,0.0005536199999909,0.0001594200000027,,
3651,classification,breast-cancer,82,HS (CART),AUC,19,20,25.0,0.8876780626780627,0.553030303030303,0.0003619194030761,0.0001413822174072,0.0003624299999955,0.0001417400000036,0.0203611850738525,0.0203613399999937
3652,classification,breast-cancer,82,DT,AUC,23,24,None,0.930982905982906,0.5594837261503929,0.0005137920379638,0.000148057937622,0.0005117000000041,0.0001484600000054,,
3653,classification,breast-cancer,82,HS (CART),AUC,23,24,50.0,0.8875356125356126,0.553030303030303,0.0004167556762695,0.0001351833343505,0.0004172900000014,0.0001354500000019,0.0207006931304931,0.0207010199999899
3654,classification,breast-cancer,82,DT,AUC,27,28,None,0.9451566951566952,0.5345117845117846,0.0005292892456054,0.0001459121704101,0.0005273000000016,0.0001460600000058,,
3655,classification,breast-cancer,82,HS (CART),AUC,27,28,100.0,0.8754985754985756,0.5446127946127945,0.0004634857177734,0.0001368522644042,0.0004638200000073,0.0001373999999998,0.0224368572235107,0.0224369100000103
3656,classification,breast-cancer,82,DT,AUC,29,30,None,0.9483618233618234,0.5325476992143658,0.0004899501800537,0.0001313686370849,0.0004881499999953,0.0001318099999991,,
3657,classification,breast-cancer,82,HS (CART),AUC,29,30,100.0,0.8754273504273504,0.5434904601571268,0.0004339218139648,0.0001189708709716,0.0004341900000071,0.0001194000000026,0.0204496383666992,0.0204498500000056
3658,classification,breast-cancer,82,DT,AUC,31,32,None,0.9511396011396012,0.5061728395061729,0.000476598739624,0.0001454353332519,0.0004751200000043,0.0001458800000051,,
3659,classification,breast-cancer,82,HS (CART),AUC,31,32,100.0,0.8760683760683762,0.5432098765432098,0.0005233287811279,0.0001337528228759,0.0005236199999956,0.0001342799999974,0.02337646484375,0.0233764500000006
3660,classification,breast-cancer,83,DT,AUC,1,2,None,0.7071225071225071,0.6094276094276093,0.0002853870391845,0.0001232624053955,0.0002840700000064,0.0001241199999952,,
3661,classification,breast-cancer,83,HS (CART),AUC,1,2,100.0,0.7071225071225071,0.6094276094276093,9.512901306152344e-05,0.0001120567321777,9.534999999516458e-05,0.0001124799999985,0.0124485492706298,0.0124484100000046
3662,classification,breast-cancer,83,DT,AUC,3,4,None,0.7466524216524217,0.6172839506172838,0.0003471374511718,0.0001239776611328,0.0003456099999965,0.0001245899999986,,
3663,classification,breast-cancer,83,HS (CART),AUC,3,4,50.0,0.7466524216524217,0.6172839506172838,0.0001213550567626,0.0001118183135986,0.0001216600000049,0.0001121899999958,0.0136544704437255,0.013654719999991
3664,classification,breast-cancer,83,DT,AUC,7,8,None,0.8013532763532765,0.5925925925925927,0.0004322528839111,0.0001437664031982,0.0004303799999973,0.0001443800000089,,
3665,classification,breast-cancer,83,HS (CART),AUC,7,8,0.1,0.8013532763532765,0.5948372615039282,0.0001957416534423,0.000129222869873,0.0001961299999919,0.0001298500000075,0.0170223712921142,0.0170229900000009
3666,classification,breast-cancer,83,DT,AUC,11,12,None,0.8256410256410257,0.5580808080808081,0.0004215240478515,0.0001411437988281,0.000419750000006,0.0001416700000049,,
3667,classification,breast-cancer,83,HS (CART),AUC,11,12,100.0,0.7592592592592593,0.6181257014590347,0.000248908996582,0.0001273155212402,0.0002493500000042,0.0001278400000046,0.0179402828216552,0.0179405399999978
3668,classification,breast-cancer,83,DT,AUC,14,15,None,0.8806980056980057,0.5639730639730639,0.0003962516784667,0.0001239776611328,0.0003951099999994,0.000124779999993,,
3669,classification,breast-cancer,83,HS (CART),AUC,14,15,50.0,0.8202991452991454,0.6209315375982042,0.0003483295440673,0.0001442432403564,0.0003489999999999,0.0001448199999884,0.0190885066986084,0.0190895300000022
3670,classification,breast-cancer,83,DT,AUC,19,20,None,0.9100427350427348,0.5934343434343434,0.0004248619079589,0.0001313686370849,0.0004240499999923,0.0001316700000018,,
3671,classification,breast-cancer,83,HS (CART),AUC,19,20,25.0,0.8564814814814814,0.6369248035914702,0.0003204345703125,0.0001168251037597,0.0003205699999995,0.0001174599999984,0.0187320709228515,0.0187329299999987
3672,classification,breast-cancer,83,DT,AUC,23,24,None,0.9307692307692308,0.5561167227833894,0.0004732608795166,0.0001287460327148,0.0004718099999934,0.0001295600000048,,
3673,classification,breast-cancer,83,HS (CART),AUC,23,24,100.0,0.8566951566951568,0.6012906846240179,0.0003657341003417,0.0001182556152343,0.0003663199999976,0.0001188600000006,0.0189790725708007,0.018979850000008
3674,classification,breast-cancer,83,DT,AUC,27,28,None,0.94508547008547,0.5252525252525252,0.0004811286926269,0.0001468658447265,0.0004791599999975,0.0001472200000023,,
3675,classification,breast-cancer,83,HS (CART),AUC,27,28,25.0,0.8932336182336182,0.6102693602693603,0.0004730224609375,0.0001332759857177,0.0004732599999925,0.0001337900000066,0.0226624011993408,0.0226631600000075
3676,classification,breast-cancer,83,DT,AUC,29,30,None,0.948076923076923,0.547699214365881,0.0005228519439697,0.0001502037048339,0.0005205799999998,0.0001507599999968,,
3677,classification,breast-cancer,83,HS (CART),AUC,29,30,100.0,0.8651709401709402,0.6125140291806958,0.0004401206970214,0.0001287460327148,0.0004404199999896,0.0001293699999962,0.023146629333496,0.0231473999999991
3678,classification,breast-cancer,83,DT,AUC,31,32,None,0.9542735042735042,0.5252525252525252,0.0004863739013671,0.0001468658447265,0.0004849399999926,0.0001470800000049,,
3679,classification,breast-cancer,83,HS (CART),AUC,31,32,25.0,0.8967236467236467,0.606341189674523,0.0005261898040771,0.0001366138458251,0.0005268700000016,0.0001370800000017,0.0237603187561035,0.0237613999999979
3680,classification,breast-cancer,84,DT,AUC,1,2,None,0.6877492877492878,0.648989898989899,0.0002956390380859,0.0001335144042968,0.0002947799999901,0.0001340700000014,,
3681,classification,breast-cancer,84,HS (CART),AUC,1,2,1.0,0.6877492877492878,0.648989898989899,0.0001115798950195,0.0001299381256103,0.0001120999999955,0.0001304800000099,0.0142459869384765,0.0142468399999984
3682,classification,breast-cancer,84,DT,AUC,3,4,None,0.7391025641025641,0.5782828282828283,0.0003900527954101,0.0001225471496582,0.0003883999999914,0.0001229700000067,,
3683,classification,breast-cancer,84,HS (CART),AUC,3,4,100.0,0.711894586894587,0.6686307519640853,0.0001332759857177,0.000129222869873,0.0001335799999964,0.0001295699999985,0.0144503116607666,0.0144504200000028
3684,classification,breast-cancer,84,DT,AUC,7,8,None,0.8287749287749288,0.5465768799102132,0.0004310607910156,0.0001285076141357,0.0004289900000031,0.0001291499999922,,
3685,classification,breast-cancer,84,HS (CART),AUC,7,8,100.0,0.7883190883190883,0.6296296296296297,0.000216007232666,0.0001366138458251,0.0002162600000019,0.0001368400000103,0.0169072151184082,0.0169086199999952
3686,classification,breast-cancer,84,DT,AUC,11,12,None,0.8497150997150997,0.4856902356902356,0.0004422664642333,0.0001425743103027,0.000440719999986,0.0001431199999899,,
3687,classification,breast-cancer,84,HS (CART),AUC,11,12,25.0,0.8034188034188035,0.6200897867564534,0.0002200603485107,0.0001304149627685,0.0002206000000057,0.0001311999999984,0.0178780555725097,0.0178782999999924
3688,classification,breast-cancer,84,DT,AUC,14,15,None,0.8631054131054132,0.5056116722783389,0.0004713535308837,0.0001444816589355,0.0004696000000024,0.0001454300000034,,
3689,classification,breast-cancer,84,HS (CART),AUC,14,15,100.0,0.7982905982905983,0.6456228956228957,0.0004167556762695,0.0001516342163085,0.0004171299999882,0.0001517200000051,0.0193996429443359,0.0195574600000014
3690,classification,breast-cancer,84,DT,AUC,19,20,None,0.9000712250712251,0.5401234567901234,0.0004677772521972,0.0001332759857177,0.0004659700000075,0.0001338300000099,,
3691,classification,breast-cancer,84,HS (CART),AUC,19,20,100.0,0.8248575498575499,0.6663860830527496,0.0003654956817626,0.0001289844512939,0.0003660800000062,0.0001297700000009,0.0184485912322998,0.0184488999999956
3692,classification,breast-cancer,84,DT,AUC,23,24,None,0.9165242165242166,0.5808080808080808,0.0004658699035644,0.0001406669616699,0.0004640400000113,0.0001410299999946,,
3693,classification,breast-cancer,84,HS (CART),AUC,23,24,100.0,0.8277777777777777,0.6554433221099887,0.0005512237548828,0.0001449584960937,0.0005516000000085,0.0001451099999911,0.0219171047210693,0.0219181199999951
3694,classification,breast-cancer,84,DT,AUC,27,28,None,0.9304131054131056,0.5241301907968574,0.0005140304565429,0.0001473426818847,0.0005116099999895,0.0001477699999981,,
3695,classification,breast-cancer,84,HS (CART),AUC,27,28,10.0,0.8975071225071224,0.5446127946127945,0.0004701614379882,0.0001354217529296,0.0004704499999945,0.0001360199999993,0.0224969387054443,0.0224977199999898
3696,classification,breast-cancer,84,DT,AUC,29,30,None,0.939102564102564,0.5336700336700336,0.000514268875122,0.0001473426818847,0.0005124000000051,0.0001478000000076,,
3697,classification,breast-cancer,84,HS (CART),AUC,29,30,25.0,0.8711538461538461,0.606060606060606,0.00048828125,0.0001361370086669,0.0004887000000053,0.0001366999999987,0.0250544548034667,0.0250358800000043
3698,classification,breast-cancer,84,DT,AUC,31,32,None,0.946794871794872,0.5173961840628507,0.0005838871002197,0.000180959701538,0.0005828800000102,0.0001812299999954,,
3699,classification,breast-cancer,84,HS (CART),AUC,31,32,1.0,0.9467948717948718,0.5426487093153759,0.0005009174346923,0.0001232624053955,0.0005015899999989,0.0001238199999988,0.0233938694000244,0.0233870499999966
3700,classification,breast-cancer,85,DT,AUC,1,2,None,0.6638176638176638,0.6464646464646464,0.000277042388916,0.0001194477081298,0.0002759699999899,0.0001198799999997,,
3701,classification,breast-cancer,85,HS (CART),AUC,1,2,25.0,0.6638176638176638,0.6464646464646464,0.000101089477539,0.0001139640808105,0.0001012999999971,0.0001145500000063,0.0149073600769042,0.0149084799999883
3702,classification,breast-cancer,85,DT,AUC,3,4,None,0.7266381766381766,0.7132435465768799,0.0004315376281738,0.0001528263092041,0.0004294599999923,0.0001534200000037,,
3703,classification,breast-cancer,85,HS (CART),AUC,3,4,100.0,0.7266381766381766,0.7132435465768799,0.0001349449157714,0.000124454498291,0.0001350099999939,0.000124839999998,0.0155506134033203,0.015551000000002
3704,classification,breast-cancer,85,DT,AUC,7,8,None,0.7514245014245013,0.6700336700336701,0.0004079341888427,0.0001258850097656,0.0004065099999905,0.0001261599999935,,
3705,classification,breast-cancer,85,HS (CART),AUC,7,8,100.0,0.7363247863247864,0.6846240179573514,0.0001740455627441,0.0001168251037597,0.000174439999995,0.0001172400000086,0.0153045654296875,0.0152784699999983
3706,classification,breast-cancer,85,DT,AUC,11,12,None,0.7834757834757835,0.6705948372615038,0.0004854202270507,0.0001444816589355,0.0004835799999938,0.0001451099999911,,
3707,classification,breast-cancer,85,HS (CART),AUC,11,12,50.0,0.7672364672364673,0.6815375982042648,0.000277042388916,0.000145673751831,0.0002774000000016,0.0001461399999982,0.0182509422302246,0.0182512899999949
3708,classification,breast-cancer,85,DT,AUC,14,15,None,0.8022792022792024,0.701739618406285,0.0004711151123046,0.0001430511474609,0.0004695899999944,0.0001430699999929,,
3709,classification,breast-cancer,85,HS (CART),AUC,14,15,25.0,0.7844729344729344,0.712682379349046,0.0002937316894531,0.0001318454742431,0.0002938999999884,0.0001320999999876,0.0192911624908447,0.0194565199999914
3710,classification,breast-cancer,85,DT,AUC,19,20,None,0.8512108262108263,0.6043771043771043,0.0005021095275878,0.0001478195190429,0.0005013400000137,0.0001487699999955,,
3711,classification,breast-cancer,85,HS (CART),AUC,19,20,100.0,0.7747150997150998,0.7056677890011223,0.0003623962402343,0.0001332759857177,0.0003627399999999,0.0001333600000066,0.0190222263336181,0.0190225500000025
3712,classification,breast-cancer,85,DT,AUC,23,24,None,0.9019230769230768,0.6422558922558922,0.0005431175231933,0.0001692771911621,0.0005416600000103,0.0001701500000024,,
3713,classification,breast-cancer,85,HS (CART),AUC,23,24,25.0,0.85491452991453,0.7690796857463523,0.0003647804260253,0.000119924545288,0.0003652899999906,0.0001209400000021,0.0213062763214111,0.0213073200000053
3714,classification,breast-cancer,85,DT,AUC,27,28,None,0.9215099715099716,0.6795735129068462,0.0005273818969726,0.0001320838928222,0.000525120000006,0.0001325300000019,,
3715,classification,breast-cancer,85,HS (CART),AUC,27,28,100.0,0.8343304843304844,0.7640291806958472,0.000413179397583,0.0001187324523925,0.0004134799999917,0.0001192000000003,0.0202696323394775,0.0202827499999926
3716,classification,breast-cancer,85,DT,AUC,29,30,None,0.9296296296296296,0.6515151515151515,0.0004551410675048,0.0001294612884521,0.0004536000000001,0.000129919999992,,
3717,classification,breast-cancer,85,HS (CART),AUC,29,30,100.0,0.8376068376068375,0.7586980920314254,0.0004346370697021,0.0001189708709716,0.0004345600000021,0.0001194499999996,0.0205552577972412,0.020555680000001
3718,classification,breast-cancer,85,DT,AUC,31,32,None,0.937037037037037,0.6184062850729517,0.0005843639373779,0.0001437664031982,0.0005818599999969,0.0001441900000003,,
3719,classification,breast-cancer,85,HS (CART),AUC,31,32,100.0,0.8413105413105413,0.7578563411896745,0.0004932880401611,0.0001313686370849,0.0004935700000032,0.000131610000011,0.0212829113006591,0.0212834900000018
3720,classification,breast-cancer,86,DT,AUC,1,2,None,0.6707977207977208,0.6826599326599326,0.0003209114074707,0.0001463890075683,0.00032001000001,0.000146959999995,,
3721,classification,breast-cancer,86,HS (CART),AUC,1,2,1.0,0.6707977207977208,0.6826599326599326,0.0001060962677001,0.0001270771026611,0.0001063299999941,0.0001275700000036,0.0141863822937011,0.0141869300000081
3722,classification,breast-cancer,86,DT,AUC,3,4,None,0.7376780626780626,0.7309203142536476,0.0004472732543945,0.0001444816589355,0.000445969999987,0.0001449899999954,,
3723,classification,breast-cancer,86,HS (CART),AUC,3,4,50.0,0.7376780626780626,0.7309203142536476,0.0001349449157714,0.0001270771026611,0.0001352099999962,0.0001277900000076,0.0150434970855712,0.0150434300000057
3724,classification,breast-cancer,86,DT,AUC,7,8,None,0.7737891737891738,0.718294051627385,0.0004191398620605,0.000138521194458,0.0004179199999896,0.000138849999999,,
3725,classification,breast-cancer,86,HS (CART),AUC,7,8,25.0,0.7643874643874644,0.7222222222222222,0.0001862049102783,0.000131607055664,0.0001863600000007,0.0001322399999992,0.0166428089141845,0.016642829999995
3726,classification,breast-cancer,86,DT,AUC,11,12,None,0.8134615384615385,0.712962962962963,0.0004334449768066,0.0001444816589355,0.0004321899999979,0.000144519999992,,
3727,classification,breast-cancer,86,HS (CART),AUC,11,12,25.0,0.7891025641025641,0.7196969696969697,0.0002586841583251,0.0001356601715087,0.0002586500000063,0.0001362200000016,0.018162727355957,0.0181635599999907
3728,classification,breast-cancer,86,DT,AUC,14,15,None,0.8309116809116809,0.67003367003367,0.0004241466522216,0.0001325607299804,0.0004229500000008,0.0001329600000019,,
3729,classification,breast-cancer,86,HS (CART),AUC,14,15,50.0,0.8096866096866097,0.728956228956229,0.00028657913208,0.0001206398010253,0.0002873099999902,0.0001210899999932,0.0190126895904541,0.0191487000000023
3730,classification,breast-cancer,86,DT,AUC,19,20,None,0.8583333333333333,0.6282267115600448,0.0004751682281494,0.0001490116119384,0.0004733800000025,0.0001495899999923,,
3731,classification,breast-cancer,86,HS (CART),AUC,19,20,25.0,0.8251424501424501,0.7219416386083053,0.0003633499145507,0.0001356601715087,0.000363539999995,0.0001361099999996,0.0209534168243408,0.02095383999999
3732,classification,breast-cancer,86,DT,AUC,23,24,None,0.8945156695156696,0.5984848484848485,0.0005156993865966,0.0001733303070068,0.0005138899999934,0.0001739599999979,,
3733,classification,breast-cancer,86,HS (CART),AUC,23,24,25.0,0.8490740740740741,0.6826599326599326,0.0004141330718994,0.0001380443572998,0.0004144300000064,0.0001385599999963,0.021547794342041,0.021547819999995
3734,classification,breast-cancer,86,DT,AUC,27,28,None,0.9091168091168093,0.5973625140291806,0.0005033016204833,0.0001788139343261,0.0005019099999969,0.0001796499999926,,
3735,classification,breast-cancer,86,HS (CART),AUC,27,28,50.0,0.8363247863247864,0.7247474747474748,0.0004184246063232,0.0001227855682373,0.0004183200000085,0.0001232600000093,0.0226557254791259,0.0226560499999948
3736,classification,breast-cancer,86,DT,AUC,29,30,None,0.928988603988604,0.6108305274971941,0.0005042552947998,0.0001487731933593,0.0005028499999895,0.0001494199999996,,
3737,classification,breast-cancer,86,HS (CART),AUC,29,30,50.0,0.8591880341880341,0.6980920314253647,0.0004873275756835,0.0001370906829833,0.0004877200000095,0.0001373600000107,0.0230703353881835,0.0230700299999995
3738,classification,breast-cancer,86,DT,AUC,31,32,None,0.9356837606837608,0.6902356902356902,0.0005486011505126,0.0001633167266845,0.000546579999991,0.0001638800000023,,
3739,classification,breast-cancer,86,HS (CART),AUC,31,32,1.0,0.9342592592592592,0.7098765432098765,0.0005240440368652,0.0001368522644042,0.000524569999996,0.0001373700000044,0.0234789848327636,0.0234789099999943
3740,classification,breast-cancer,87,DT,AUC,1,2,None,0.703988603988604,0.6161616161616161,0.0002830028533935,0.0001208782196044,0.0002823800000015,0.0001213599999942,,
3741,classification,breast-cancer,87,HS (CART),AUC,1,2,100.0,0.703988603988604,0.6161616161616161,9.393692016601562e-05,0.0001108646392822,9.42499999894153e-05,0.000111320000002,0.0126564502716064,0.0126564600000023
3742,classification,breast-cancer,87,DT,AUC,3,4,None,0.7301282051282051,0.627384960718294,0.0003621578216552,0.0001411437988281,0.0003614099999964,0.0001417000000003,,
3743,classification,breast-cancer,87,HS (CART),AUC,3,4,1.0,0.7301282051282051,0.627384960718294,0.0001435279846191,0.0001277923583984,0.0001441400000032,0.000127969999994,0.0152571201324462,0.0152573600000067
3744,classification,breast-cancer,87,DT,AUC,7,8,None,0.8014957264957264,0.5014029180695847,0.0004291534423828,0.0001370906829833,0.0004272400000076,0.0001378399999936,,
3745,classification,breast-cancer,87,HS (CART),AUC,7,8,25.0,0.7920940170940172,0.6265432098765432,0.0001680850982666,0.000112771987915,0.0001684000000068,0.0001133499999923,0.0149714946746826,0.0149713800000057
3746,classification,breast-cancer,87,DT,AUC,11,12,None,0.8324074074074074,0.4826038159371492,0.0003116130828857,0.0001180171966552,0.0003111400000079,0.0001186599999982,,
3747,classification,breast-cancer,87,HS (CART),AUC,11,12,50.0,0.8003561253561254,0.6245791245791246,0.0002202987670898,0.0001149177551269,0.0002207499999968,0.0001149799999922,0.0157296657562255,0.0157303499999983
3748,classification,breast-cancer,87,DT,AUC,14,15,None,0.8474358974358974,0.4823232323232322,0.0003778934478759,0.0001237392425537,0.0003771300000039,0.0001241599999985,,
3749,classification,breast-cancer,87,HS (CART),AUC,14,15,25.0,0.8192307692307692,0.5895061728395062,0.000256061553955,0.000124454498291,0.0002565799999985,0.0001249599999937,0.0168187618255615,0.0168185499999964
3750,classification,breast-cancer,87,DT,AUC,19,20,None,0.8670227920227921,0.4960718294051627,0.000446081161499,0.0001282691955566,0.0004451399999965,0.000128690000011,,
3751,classification,breast-cancer,87,HS (CART),AUC,19,20,10.0,0.830982905982906,0.5900673400673401,0.0003583431243896,0.0001311302185058,0.0003588699999994,0.0001318499999882,0.0193367004394531,0.0193372400000129
3752,classification,breast-cancer,87,DT,AUC,23,24,None,0.896937321937322,0.4901795735129068,0.0004382133483886,0.0001428127288818,0.0004367500000057,0.0001432299999919,,
3753,classification,breast-cancer,87,HS (CART),AUC,23,24,10.0,0.8381054131054131,0.5872615039281707,0.0003609657287597,0.0001153945922851,0.000361269999999,0.0001158299999985,0.0200757980346679,0.0200759410000017
3754,classification,breast-cancer,87,DT,AUC,27,28,None,0.9377492877492876,0.5154320987654322,0.0004363059997558,0.0001332759857177,0.0004348300000032,0.0001338000000004,,
3755,classification,breast-cancer,87,HS (CART),AUC,27,28,50.0,0.8635327635327634,0.6139169472502806,0.0004127025604248,0.0001168251037597,0.0004130699999933,0.000117440000011,0.0201401710510253,0.020140430000012
3756,classification,breast-cancer,87,DT,AUC,29,30,None,0.9416666666666668,0.4985970819304152,0.0004718303680419,0.0001354217529296,0.0004707800000005,0.000136040000001,,
3757,classification,breast-cancer,87,HS (CART),AUC,29,30,100.0,0.8456552706552707,0.633557800224467,0.0005080699920654,0.000166893005371,0.0005088200000074,0.0001672100000007,0.0215768814086914,0.0216058299999986
3758,classification,breast-cancer,87,DT,AUC,31,32,None,0.9462250712250712,0.4952300785634119,0.0004911422729492,0.0001423358917236,0.0004898199999985,0.0001428300000014,,
3759,classification,breast-cancer,87,HS (CART),AUC,31,32,100.0,0.8467948717948717,0.6318742985409651,0.0005133152008056,0.0001378059387207,0.0005133899999947,0.0001383999999973,0.0236597061157226,0.0236596899999881
3760,classification,breast-cancer,88,DT,AUC,1,2,None,0.6737891737891738,0.627104377104377,0.00030517578125,0.0001323223114013,0.0003031600000014,0.0001329199999986,,
3761,classification,breast-cancer,88,HS (CART),AUC,1,2,100.0,0.6737891737891738,0.627104377104377,0.0001053810119628,0.0001237392425537,0.0001052799999996,0.0001242700000005,0.0141372680664062,0.0141370399999942
3762,classification,breast-cancer,88,DT,AUC,3,4,None,0.7613960113960113,0.6666666666666666,0.0004124641418457,0.0001389980316162,0.0004108800000039,0.0001392500000036,,
3763,classification,breast-cancer,88,HS (CART),AUC,3,4,1.0,0.7613960113960113,0.6666666666666666,0.0001378059387207,0.0001311302185058,0.0001378799999969,0.0001314000000007,0.0149509906768798,0.0149509200000039
3764,classification,breast-cancer,88,DT,AUC,7,8,None,0.7873219373219372,0.6307519640852974,0.0004167556762695,0.0001251697540283,0.0004146799999915,0.0001255600000007,,
3765,classification,breast-cancer,88,HS (CART),AUC,7,8,50.0,0.7673789173789173,0.6644219977553311,0.0001962184906005,0.0001304149627685,0.0001966199999969,0.000131120000006,0.0170292854309082,0.017029100000002
