,task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
7162,classification,ionosphere,58,DT,AUC,3,4,None,0.946031746031746,0.8836507936507938,0.0014610290527343,0.000133991241455,0.0014592999999933,0.0001346800000021,,
7163,classification,ionosphere,58,HS (CART),AUC,3,4,1.0,0.946031746031746,0.8836507936507938,0.0001184940338134,0.0001213550567626,0.0001188999999897,0.0001218600000072,0.0231926441192626,0.023192669999986
7164,classification,ionosphere,58,DT,AUC,7,8,None,0.9663095238095238,0.8946031746031745,0.0018913745880126,0.0001266002655029,0.0018913300000065,0.0001272599999992,,
7165,classification,ionosphere,58,HS (CART),AUC,7,8,10.0,0.9663095238095238,0.8953968253968254,0.0001699924468994,0.0001254081726074,0.0001701999999852,0.0001260100000024,0.0274677276611328,0.0274682099999949
7166,classification,ionosphere,58,DT,AUC,11,12,None,0.9777777777777776,0.8406349206349206,0.0021591186523437,0.000131607055664,0.0021587299999907,0.0001321400000051,,
7167,classification,ionosphere,58,HS (CART),AUC,11,12,25.0,0.9746031746031748,0.9073015873015872,0.0002193450927734,0.0001277923583984,0.0002198199999838,0.0001282100000139,0.0301907062530517,0.0301910199999895
7168,classification,ionosphere,58,DT,AUC,14,15,None,0.9950396825396826,0.8631746031746032,0.002396821975708,0.0001330375671386,0.0023963200000025,0.0001333500000271,,
7169,classification,ionosphere,58,HS (CART),AUC,14,15,25.0,0.99234126984127,0.922063492063492,0.0002510547637939,0.0001254081726074,0.0002514399999995,0.0001258500000176,0.0310735702514648,0.031069159999987
7170,classification,ionosphere,58,DT,AUC,17,20,None,1.0,0.8900000000000001,0.0024836063385009,0.0001471042633056,0.0024818599999889,0.000148050000007,,
7171,classification,ionosphere,58,HS (CART),AUC,17,20,10.0,1.0,0.9225396825396824,0.0002923011779785,0.0001287460327148,0.0002927399999919,0.0001294700000187,0.0310070514678955,0.0310072499999876
7172,classification,ionosphere,58,DT,AUC,17,24,None,1.0,0.8728571428571429,0.0024776458740234,0.0001425743103027,0.0024760400000047,0.0001431000000025,,
7173,classification,ionosphere,58,HS (CART),AUC,17,24,50.0,0.9967460317460318,0.9234920634920636,0.0002858638763427,0.0001285076141357,0.0002859300000181,0.0001292100000114,0.0312967300415039,0.0312890399999901
7174,classification,ionosphere,58,DT,AUC,17,28,None,1.0,0.849047619047619,0.0024113655090332,0.0001418590545654,0.0024106299999857,0.0001424099999951,,
7175,classification,ionosphere,58,HS (CART),AUC,17,28,50.0,0.9967460317460318,0.9233333333333332,0.0002899169921875,0.0001296997070312,0.0002903699999876,0.0001303100000029,0.0313837528228759,0.0313848999999777
7176,classification,ionosphere,58,DT,AUC,17,30,None,1.0,0.8728571428571429,0.0024027824401855,0.0001375675201416,0.0024021499999946,0.0001382300000045,,
7177,classification,ionosphere,58,HS (CART),AUC,17,30,100.0,0.9967460317460318,0.9231746031746032,0.0002901554107666,0.0001308917999267,0.0002908200000035,0.0001312499999812,0.031320571899414,0.0313208700000018
7178,classification,ionosphere,58,DT,AUC,17,32,None,1.0,0.8847619047619047,0.0024356842041015,0.0001423358917236,0.0024352000000078,0.0001431400000058,,
7179,classification,ionosphere,58,HS (CART),AUC,17,32,100.0,0.9967460317460318,0.9226984126984128,0.0002896785736083,0.0001282691955566,0.0002901800000074,0.0001286399999855,0.0304789543151855,0.0304791300000033
7180,classification,ionosphere,59,DT,AUC,1,2,None,0.7738095238095238,0.7380952380952381,0.0008966922760009,0.0001332759857177,0.000895349999979,0.0001336600000172,,
7181,classification,ionosphere,59,HS (CART),AUC,1,2,100.0,0.7738095238095238,0.7380952380952381,9.1552734375e-05,0.0001235008239746,9.208999998122636e-05,0.0001239300000008,0.0183081626892089,0.0183246999999937
7182,classification,ionosphere,59,DT,AUC,3,4,None,0.9248015873015872,0.9431746031746032,0.0014431476593017,0.0001282691955566,0.001442269999984,0.000128640000014,,
7183,classification,ionosphere,59,HS (CART),AUC,3,4,100.0,0.9248015873015872,0.9431746031746032,0.0001230239868164,0.0001251697540283,0.0001234300000021,0.0001260200000103,0.0236706733703613,0.0236714600000027
7184,classification,ionosphere,59,DT,AUC,7,8,None,0.9614285714285714,0.9176190476190476,0.001939058303833,0.0001275539398193,0.0019384900000147,0.0001278199999887,,
7185,classification,ionosphere,59,HS (CART),AUC,7,8,25.0,0.9604761904761906,0.9395238095238094,0.0001671314239501,0.0001232624053955,0.0001675499999862,0.0001238500000226,0.0272219181060791,0.0272090699999978
7186,classification,ionosphere,59,DT,AUC,11,12,None,0.9810714285714286,0.8663492063492063,0.0022768974304199,0.0001435279846191,0.0022757299999796,0.0001439200000277,,
7187,classification,ionosphere,59,HS (CART),AUC,11,12,100.0,0.9755952380952382,0.9498412698412698,0.0002169609069824,0.0001280307769775,0.0002173199999901,0.0001284599999848,0.0307872295379638,0.0307878399999879
7188,classification,ionosphere,59,DT,AUC,14,15,None,0.9976190476190476,0.905079365079365,0.0022966861724853,0.000138521194458,0.0022948699999858,0.0001390200000059,,
7189,classification,ionosphere,59,HS (CART),AUC,14,15,25.0,0.9926190476190476,0.9576190476190476,0.0002508163452148,0.0001251697540283,0.0002513100000101,0.0001256899999759,0.0309953689575195,0.030995439999998
7190,classification,ionosphere,59,DT,AUC,16,20,None,1.0,0.9123809523809524,0.0022776126861572,0.000131607055664,0.0022764300000233,0.0001320000000077,,
7191,classification,ionosphere,59,HS (CART),AUC,16,20,50.0,0.995714285714286,0.9604761904761904,0.0002801418304443,0.0001287460327148,0.0002808400000162,0.0001290900000014,0.030311107635498,0.0303117299999939
7192,classification,ionosphere,59,DT,AUC,16,24,None,1.0,0.9176190476190476,0.0022933483123779,0.0001327991485595,0.0022920700000099,0.0001332500000046,,
7193,classification,ionosphere,59,HS (CART),AUC,16,24,10.0,1.0,0.9607936507936508,0.0002777576446533,0.0001304149627685,0.000278140000006,0.0001309200000036,0.0317339897155761,0.03173412000001
7194,classification,ionosphere,59,DT,AUC,16,28,None,1.0,0.9123809523809524,0.0022695064544677,0.0001323223114013,0.0022683900000117,0.0001327399999979,,
7195,classification,ionosphere,59,HS (CART),AUC,16,28,50.0,0.995714285714286,0.9604761904761904,0.0002777576446533,0.0001258850097656,0.0002779700000132,0.0001262899999971,0.0305519104003906,0.030551790000004
7196,classification,ionosphere,59,DT,AUC,16,30,None,1.0,0.9242857142857144,0.0023350715637207,0.000140905380249,0.0023332499999924,0.0001412399999765,,
7197,classification,ionosphere,59,HS (CART),AUC,16,30,0.1,1.0,0.961111111111111,0.0002772808074951,0.0001273155212402,0.0002775700000086,0.0001274999999907,0.0320186614990234,0.0320188299999983
7198,classification,ionosphere,59,DT,AUC,16,32,None,1.0,0.9004761904761904,0.0023274421691894,0.0001370906829833,0.0023254500000007,0.0001378499999873,,
7199,classification,ionosphere,59,HS (CART),AUC,16,32,25.0,0.9992857142857144,0.9607936507936508,0.0002758502960205,0.0001263618469238,0.0002760999999793,0.0001265799999998,0.031395673751831,0.0313955000000021
7200,classification,ionosphere,60,DT,AUC,1,2,None,0.7942857142857143,0.7314285714285714,0.0009033679962158,0.0001251697540283,0.0009023599999977,0.0001256099999977,,
7201,classification,ionosphere,60,HS (CART),AUC,1,2,100.0,0.7942857142857143,0.7314285714285714,9.560585021972656e-05,0.0001561641693115,9.5759999993561e-05,0.0001569099999869,0.0182998180389404,0.0183003599999835
7202,classification,ionosphere,60,DT,AUC,3,4,None,0.9387698412698412,0.9066666666666666,0.0014741420745849,0.0001294612884521,0.0014736200000129,0.000130050000024,,
7203,classification,ionosphere,60,HS (CART),AUC,3,4,50.0,0.9387698412698412,0.9066666666666666,0.0001189708709716,0.0001227855682373,0.0001193400000261,0.0001232500000014,0.023207664489746,0.0232076300000017
7204,classification,ionosphere,60,DT,AUC,7,8,None,0.953373015873016,0.9085714285714286,0.0017917156219482,0.0001354217529296,0.0017905799999766,0.000135819999997,,
7205,classification,ionosphere,60,HS (CART),AUC,7,8,100.0,0.951547619047619,0.917936507936508,0.0001683235168457,0.0001206398010253,0.0001683100000207,0.000121039999982,0.027461290359497,0.0274611799999888
7206,classification,ionosphere,60,DT,AUC,11,12,None,0.978452380952381,0.9007936507936508,0.0027554035186767,0.0001614093780517,0.0027549399999884,0.000162070000016,,
7207,classification,ionosphere,60,HS (CART),AUC,11,12,50.0,0.9763095238095238,0.9187301587301588,0.0002200603485107,0.0001320838928222,0.0002200899999991,0.0001327900000092,0.0303521156311035,0.0303523399999789
7208,classification,ionosphere,60,DT,AUC,14,15,None,0.9865873015873016,0.8571428571428572,0.0029315948486328,0.0001311302185058,0.0029301499999974,0.0001313200000083,,
7209,classification,ionosphere,60,HS (CART),AUC,14,15,25.0,0.982936507936508,0.916984126984127,0.0002624988555908,0.0001273155212402,0.0002628599999923,0.0001278299999967,0.031200885772705,0.0312010899999961
7210,classification,ionosphere,60,DT,AUC,18,20,None,1.0,0.9071428571428573,0.0029189586639404,0.0001330375671386,0.0029186999999808,0.0001334900000244,,
7211,classification,ionosphere,60,HS (CART),AUC,18,20,100.0,0.9976984126984126,0.918095238095238,0.0003035068511962,0.0001366138458251,0.0003040899999859,0.0001372199999991,0.0312023162841796,0.0312029300000062
7212,classification,ionosphere,60,DT,AUC,18,24,None,1.0,0.8885714285714286,0.0030350685119628,0.0001435279846191,0.0030338299999925,0.0001439100000197,,
7213,classification,ionosphere,60,HS (CART),AUC,18,24,25.0,0.9987301587301588,0.917936507936508,0.0003056526184082,0.0001296997070312,0.0003059899999868,0.0001300499999956,0.0310478210449218,0.0310477600000069
7214,classification,ionosphere,60,DT,AUC,18,28,None,1.0,0.9071428571428573,0.0030078887939453,0.0001387596130371,0.003006240000019,0.0001392100000146,,
7215,classification,ionosphere,60,HS (CART),AUC,18,28,100.0,0.9976984126984126,0.9204761904761904,0.0003027915954589,0.0001256465911865,0.0003032599999812,0.0001262500000223,0.0313673019409179,0.031366829999996
7216,classification,ionosphere,60,DT,AUC,18,30,None,1.0,0.8952380952380953,0.0030093193054199,0.0001485347747802,0.0030081499999994,0.0001489700000263,,
7217,classification,ionosphere,60,HS (CART),AUC,18,30,0.1,1.0,0.922063492063492,0.0003528594970703,0.0001373291015625,0.0003531100000202,0.0001377499999932,0.0309410095214843,0.0309413399999982
7218,classification,ionosphere,60,DT,AUC,18,32,None,1.0,0.9123809523809524,0.0029778480529785,0.0001370906829833,0.0029763100000081,0.0001375299999892,,
7219,classification,ionosphere,60,HS (CART),AUC,18,32,25.0,0.9987301587301588,0.9195238095238096,0.0003042221069335,0.0001285076141357,0.0003044700000032,0.0001289799999995,0.0309588909149169,0.0309597699999812
7220,classification,ionosphere,61,DT,AUC,1,2,None,0.7738095238095238,0.7380952380952381,0.0008580684661865,0.0001287460327148,0.000857830000001,0.0001290499999981,,
7221,classification,ionosphere,61,HS (CART),AUC,1,2,10.0,0.7738095238095238,0.7380952380952381,9.27448272705078e-05,0.0001184940338134,9.29099999780192e-05,0.000119039999987,0.0183703899383544,0.0183702399999958
7222,classification,ionosphere,61,DT,AUC,3,4,None,0.936984126984127,0.9214285714285714,0.0014805793762207,0.0001332759857177,0.0014793599999904,0.0001336300000218,,
7223,classification,ionosphere,61,HS (CART),AUC,3,4,0.1,0.936984126984127,0.9214285714285714,0.0001235008239746,0.0001256465911865,0.0001236500000061,0.0001260299999898,0.023503303527832,0.0235030300000005
7224,classification,ionosphere,61,DT,AUC,7,8,None,0.9624206349206348,0.9130158730158732,0.0017435550689697,0.0001351833343505,0.0017424199999993,0.0001352200000042,,
7225,classification,ionosphere,61,HS (CART),AUC,7,8,25.0,0.9619444444444444,0.926984126984127,0.0001699924468994,0.000124454498291,0.0001703599999984,0.0001250299999924,0.0270130634307861,0.0270127699999989
7226,classification,ionosphere,61,DT,AUC,11,12,None,0.9827380952380952,0.8665079365079366,0.002443790435791,0.0001366138458251,0.0024428499999942,0.0001370699999938,,
7227,classification,ionosphere,61,HS (CART),AUC,11,12,25.0,0.9809920634920636,0.9047619047619048,0.0002193450927734,0.000126838684082,0.0002198199999838,0.0001273999999966,0.030057668685913,0.0300584400000047
7228,classification,ionosphere,61,DT,AUC,14,15,None,0.9888888888888888,0.8946031746031746,0.00264573097229,0.0001311302185058,0.002644900000007,0.0001317400000004,,
7229,classification,ionosphere,61,HS (CART),AUC,14,15,0.1,0.9887301587301588,0.9174603174603176,0.0002517700195312,0.0001237392425537,0.0002519900000095,0.0001241900000081,0.0316207408905029,0.031620480000015
7230,classification,ionosphere,61,DT,AUC,17,20,None,1.0,0.8819047619047621,0.0026991367340087,0.0001378059387207,0.0026980799999876,0.0001382599999999,,
7231,classification,ionosphere,61,HS (CART),AUC,17,20,25.0,0.998095238095238,0.922063492063492,0.0002894401550292,0.0001254081726074,0.0002895099999875,0.0001258599999971,0.0321238040924072,0.0321238700000208
7232,classification,ionosphere,61,DT,AUC,17,24,None,1.0,0.8685714285714285,0.0027098655700683,0.0001389980316162,0.0027087999999935,0.0001394499999776,,
7233,classification,ionosphere,61,HS (CART),AUC,17,24,1.0,1.0,0.897936507936508,0.0002882480621337,0.0001246929168701,0.0002884799999947,0.0001252300000089,0.0312983989715576,0.0313064999999994
7234,classification,ionosphere,61,DT,AUC,17,28,None,1.0,0.8552380952380954,0.0026688575744628,0.0001327991485595,0.0026683300000058,0.0001333200000033,,
7235,classification,ionosphere,61,HS (CART),AUC,17,28,0.1,1.0,0.897936507936508,0.0003044605255126,0.0001392364501953,0.0003047000000151,0.00013955,0.03076171875,0.0307619400000191
7236,classification,ionosphere,61,DT,AUC,17,30,None,1.0,0.8552380952380954,0.0026702880859375,0.0001337528228759,0.0026695199999835,0.0001342500000021,,
7237,classification,ionosphere,61,HS (CART),AUC,17,30,50.0,0.998095238095238,0.8988888888888888,0.0002882480621337,0.0001273155212402,0.0002887300000224,0.0001277799999854,0.0308310985565185,0.0308314099999904
7238,classification,ionosphere,61,DT,AUC,17,32,None,1.0,0.8804761904761904,0.0027370452880859,0.0001571178436279,0.0027356500000053,0.0001578300000062,,
7239,classification,ionosphere,61,HS (CART),AUC,17,32,100.0,0.997777777777778,0.9217460317460318,0.0002932548522949,0.0001275539398193,0.0002935400000012,0.0001279299999907,0.0312178134918212,0.0312175300000205
7240,classification,ionosphere,62,DT,AUC,1,2,None,0.7730952380952382,0.7842857142857143,0.000908613204956,0.0001296997070312,0.0009075700000096,0.0001300499999956,,
7241,classification,ionosphere,62,HS (CART),AUC,1,2,50.0,0.7730952380952382,0.7842857142857143,9.202957153320312e-05,0.0001163482666015,9.237000000439366e-05,0.0001168000000006,0.0183441638946533,0.0183439300000145
7242,classification,ionosphere,62,DT,AUC,3,4,None,0.925873015873016,0.9185714285714288,0.0012214183807373,0.0001299381256103,0.001220289999992,0.0001299799999969,,
7243,classification,ionosphere,62,HS (CART),AUC,3,4,0.1,0.925873015873016,0.9185714285714288,0.0001215934753417,0.0001227855682373,0.0001217200000098,0.0001229499999908,0.0236406326293945,0.0236407499999984
7244,classification,ionosphere,62,DT,AUC,7,8,None,0.9576984126984128,0.8776190476190477,0.0017158985137939,0.0001308917999267,0.0017147299999749,0.0001314499999978,,
7245,classification,ionosphere,62,HS (CART),AUC,7,8,10.0,0.9512698412698412,0.9130158730158732,0.0001666545867919,0.0001225471496582,0.0001670000000046,0.000123000000002,0.026965856552124,0.026965749999988
7246,classification,ionosphere,62,DT,AUC,11,12,None,0.9773809523809524,0.8333333333333334,0.0024433135986328,0.0001378059387207,0.0024426399999981,0.0001381900000012,,
7247,classification,ionosphere,62,HS (CART),AUC,11,12,25.0,0.970873015873016,0.9190476190476192,0.0002193450927734,0.0001270771026611,0.0002196500000195,0.0001279100000033,0.0302240848541259,0.0302250800000081
7248,classification,ionosphere,62,DT,AUC,14,15,None,0.9828968253968252,0.8790476190476192,0.00246262550354,0.000133991241455,0.002461420000003,0.0001345599999922,,
7249,classification,ionosphere,62,HS (CART),AUC,14,15,50.0,0.9780555555555556,0.93015873015873,0.0002524852752685,0.0001270771026611,0.000252869999997,0.0001275500000019,0.0312848091125488,0.0312847000000147
7250,classification,ionosphere,62,DT,AUC,19,20,None,1.0,0.8885714285714286,0.0027060508728027,0.0001411437988281,0.0027040399999975,0.000141659999997,,
7251,classification,ionosphere,62,HS (CART),AUC,19,20,1.0,1.0,0.9382539682539682,0.0003159046173095,0.0001282691955566,0.0003163700000072,0.0001287199999921,0.0308232307434082,0.0308230699999967
7252,classification,ionosphere,62,DT,AUC,19,24,None,1.0,0.8290476190476191,0.0027112960815429,0.0001378059387207,0.0027095000000088,0.0001383700000019,,
7253,classification,ionosphere,62,HS (CART),AUC,19,24,0.1,1.0,0.934126984126984,0.0003154277801513,0.0001335144042968,0.0003156200000091,0.0001342200000067,0.0302317142486572,0.0302318099999752
7254,classification,ionosphere,62,DT,AUC,19,28,None,1.0,0.8661904761904762,0.0026590824127197,0.0001327991485595,0.0026580599999874,0.0001330300000006,,
7255,classification,ionosphere,62,HS (CART),AUC,19,28,1.0,1.0,0.9368253968253968,0.000328779220581,0.0001299381256103,0.0003295100000002,0.0001305899999977,0.0313332080841064,0.0313331400000151
7256,classification,ionosphere,62,DT,AUC,19,30,None,1.0,0.8290476190476191,0.0027210712432861,0.0001373291015625,0.0027190399999881,0.0001378000000045,,
7257,classification,ionosphere,62,HS (CART),AUC,19,30,100.0,0.9945238095238096,0.9347619047619048,0.0003113746643066,0.0001280307769775,0.0003118999999855,0.000128410000002,0.0308310985565185,0.0308308899999758
7258,classification,ionosphere,62,DT,AUC,19,32,None,1.0,0.8357142857142857,0.002713918685913,0.000138521194458,0.0027127500000005,0.0001389699999947,,
7259,classification,ionosphere,62,HS (CART),AUC,19,32,25.0,0.9992063492063492,0.9346031746031744,0.0003139972686767,0.0001277923583984,0.0003142199999786,0.0001281699999822,0.031346321105957,0.0313578699999936
7260,classification,ionosphere,63,DT,AUC,1,2,None,0.7888095238095238,0.7285714285714285,0.0008866786956787,0.0001270771026611,0.0008860499999912,0.0001271999999801,,
7261,classification,ionosphere,63,HS (CART),AUC,1,2,10.0,0.7888095238095238,0.7285714285714285,9.441375732421876e-05,0.0001187324523925,9.463999998615692e-05,0.0001191799999844,0.0184123516082763,0.0184040299999992
7262,classification,ionosphere,63,DT,AUC,3,4,None,0.926746031746032,0.8682539682539682,0.0013966560363769,0.0001311302185058,0.0013961800000004,0.0001317899999833,,
7263,classification,ionosphere,63,HS (CART),AUC,3,4,10.0,0.926746031746032,0.8682539682539682,0.0001220703125,0.000119924545288,0.0001226200000132,0.0001201700000024,0.0234348773956298,0.0234346900000161
7264,classification,ionosphere,63,DT,AUC,7,8,None,0.9557936507936508,0.9157142857142856,0.0017502307891845,0.0001347064971923,0.0017487399999822,0.0001351200000101,,
7265,classification,ionosphere,63,HS (CART),AUC,7,8,100.0,0.9557936507936508,0.9066666666666664,0.000169038772583,0.0001225471496582,0.0001694000000043,0.0001228799999921,0.0271637439727783,0.0271634699999765
7266,classification,ionosphere,63,DT,AUC,11,12,None,0.986547619047619,0.8968253968253969,0.0024676322937011,0.0001463890075683,0.0024661200000082,0.0001467800000227,,
7267,classification,ionosphere,63,HS (CART),AUC,11,12,50.0,0.9833730158730158,0.928253968253968,0.0002238750457763,0.000126838684082,0.0002243200000009,0.0001271099999939,0.0303444862365722,0.0303442999999958
7268,classification,ionosphere,63,DT,AUC,14,15,None,1.0,0.8833333333333333,0.0024192333221435,0.0001354217529296,0.0024179499999945,0.0001358100000175,,
7269,classification,ionosphere,63,HS (CART),AUC,14,15,0.1,1.0,0.9444444444444444,0.0002574920654296,0.0001282691955566,0.0002576699999963,0.000128740000008,0.0301654338836669,0.0301585400000021
7270,classification,ionosphere,63,DT,AUC,14,20,None,1.0,0.8819047619047621,0.0024356842041015,0.0001349449157714,0.0024349599999879,0.0001354700000035,,
7271,classification,ionosphere,63,HS (CART),AUC,14,20,50.0,0.9968253968253968,0.9282539682539684,0.000258445739746,0.0001287460327148,0.0002586600000142,0.0001291899999955,0.0312287807464599,0.0312226100000145
7272,classification,ionosphere,63,DT,AUC,14,24,None,1.0,0.8871428571428571,0.002434492111206,0.0001351833343505,0.002433730000007,0.0001356900000075,,
7273,classification,ionosphere,63,HS (CART),AUC,14,24,100.0,0.9968253968253968,0.928095238095238,0.0002546310424804,0.0001261234283447,0.0002550400000131,0.0001263900000196,0.0312333106994628,0.0312333999999907
7274,classification,ionosphere,63,DT,AUC,14,28,None,1.0,0.9071428571428573,0.0024836063385009,0.0001370906829833,0.0024815799999942,0.0001376099999959,,
7275,classification,ionosphere,63,HS (CART),AUC,14,28,50.0,0.9968253968253968,0.9361904761904762,0.0002565383911132,0.000124454498291,0.0002570699999751,0.0001252300000089,0.0304844379425048,0.0304766499999971
7276,classification,ionosphere,63,DT,AUC,14,30,None,1.0,0.8700000000000001,0.0024843215942382,0.0001358985900878,0.0024823499999797,0.0001366099999984,,
7277,classification,ionosphere,63,HS (CART),AUC,14,30,100.0,0.9968253968253968,0.9285714285714286,0.0002543926239013,0.0001263618469238,0.0002549399999907,0.0001268999999979,0.030501365661621,0.0304946999999913
7278,classification,ionosphere,63,DT,AUC,14,32,None,1.0,0.8938095238095238,0.0024595260620117,0.0001349449157714,0.0024587300000007,0.0001352300000121,,
7279,classification,ionosphere,63,HS (CART),AUC,14,32,1.0,1.0,0.9387301587301587,0.0002570152282714,0.000126838684082,0.0002572199999804,0.0001272599999992,0.0309484004974365,0.0309489200000143
7280,classification,ionosphere,64,DT,AUC,1,2,None,0.75,0.7857142857142857,0.0008614063262939,0.0001256465911865,0.0008608999999921,0.0001261699999872,,
7281,classification,ionosphere,64,HS (CART),AUC,1,2,10.0,0.75,0.7857142857142857,9.202957153320312e-05,0.0001258850097656,9.259000000838569e-05,0.0001265100000011,0.0183134078979492,0.0183133099999963
7282,classification,ionosphere,64,DT,AUC,3,4,None,0.920595238095238,0.95,0.001476764678955,0.0001332759857177,0.0014747399999919,0.0001333399999907,,
7283,classification,ionosphere,64,HS (CART),AUC,3,4,25.0,0.920595238095238,0.95,0.0001182556152343,0.0001211166381835,0.0001186599999982,0.0001215399999807,0.0233328342437744,0.0233325800000159
7284,classification,ionosphere,64,DT,AUC,7,8,None,0.9486507936507936,0.9555555555555556,0.001725435256958,0.0001475811004638,0.0017246200000045,0.0001479600000209,,
7285,classification,ionosphere,64,HS (CART),AUC,7,8,100.0,0.9486507936507936,0.965873015873016,0.0001676082611083,0.0001227855682373,0.0001679499999909,0.0001234399999816,0.0268349647521972,0.0268345199999942
7286,classification,ionosphere,64,DT,AUC,11,12,None,0.9717063492063492,0.94,0.0024333000183105,0.000145673751831,0.0024325699999963,0.0001461299999903,,
7287,classification,ionosphere,64,HS (CART),AUC,11,12,50.0,0.9680555555555556,0.967936507936508,0.0002222061157226,0.0001277923583984,0.0002228099999967,0.000128189999998,0.0302190780639648,0.0302195300000107
7288,classification,ionosphere,64,DT,AUC,14,15,None,0.977936507936508,0.9357142857142856,0.0026390552520751,0.0001347064971923,0.0026386600000023,0.0001349899999922,,
7289,classification,ionosphere,64,HS (CART),AUC,14,15,10.0,0.9744444444444444,0.9652380952380952,0.000258445739746,0.0001266002655029,0.0002588700000103,0.0001272799999867,0.0298292636871337,0.0298291900000151
7290,classification,ionosphere,64,DT,AUC,18,20,None,1.0,0.9295238095238096,0.0029034614562988,0.0001430511474609,0.0029021199999874,0.0001437100000032,,
7291,classification,ionosphere,64,HS (CART),AUC,18,20,100.0,0.996031746031746,0.9746031746031746,0.0003023147583007,0.0001294612884521,0.0003028299999812,0.0001300499999956,0.0306901931762695,0.0306897899999967
7292,classification,ionosphere,64,DT,AUC,18,24,None,1.0,0.936190476190476,0.0029196739196777,0.0001459121704101,0.0029180100000019,0.0001464800000121,,
7293,classification,ionosphere,64,HS (CART),AUC,18,24,10.0,1.0,0.9687301587301588,0.0003011226654052,0.0001287460327148,0.0003015199999936,0.0001293400000008,0.0315532684326171,0.031553510000009
7294,classification,ionosphere,64,DT,AUC,18,28,None,1.0,0.9057142857142858,0.0028376579284667,0.0001406669616699,0.0028368299999783,0.0001413100000036,,
7295,classification,ionosphere,64,HS (CART),AUC,18,28,25.0,0.9999206349206348,0.9698412698412698,0.0003027915954589,0.0001277923583984,0.0003031199999838,0.0001286499999935,0.0311765670776367,0.0311763600000176
7296,classification,ionosphere,64,DT,AUC,18,30,None,1.0,0.9176190476190476,0.002845287322998,0.0001330375671386,0.0028444799999931,0.0001335800000106,,
7297,classification,ionosphere,64,HS (CART),AUC,18,30,25.0,0.9999206349206348,0.9712698412698412,0.0003037452697753,0.000131607055664,0.0003039199999932,0.0001319399999886,0.030184268951416,0.0301802699999882
7298,classification,ionosphere,64,DT,AUC,18,32,None,1.0,0.910952380952381,0.0028693675994873,0.0001337528228759,0.0028684199999986,0.0001341600000159,,
7299,classification,ionosphere,64,HS (CART),AUC,18,32,100.0,0.996031746031746,0.9692063492063492,0.0003032684326171,0.0001275539398193,0.0003035800000077,0.0001278900000158,0.0309028625488281,0.0308963200000107
7300,classification,ionosphere,65,DT,AUC,1,2,None,0.7704761904761905,0.779047619047619,0.0009148120880126,0.0001287460327148,0.0009134999999957,0.0001292500000147,,
7301,classification,ionosphere,65,HS (CART),AUC,1,2,10.0,0.7704761904761905,0.779047619047619,9.322166442871094e-05,0.0001173019409179,9.343000002104418e-05,0.0001179699999909,0.0183086395263671,0.0183085599999799
7302,classification,ionosphere,65,DT,AUC,3,4,None,0.9417063492063492,0.8593650793650794,0.0012586116790771,0.0001351833343505,0.0012569699999858,0.0001355599999897,,
7303,classification,ionosphere,65,HS (CART),AUC,3,4,50.0,0.9403571428571428,0.8815873015873015,0.000119924545288,0.0001230239868164,0.000120460000005,0.0001237799999955,0.0233278274536132,0.0233275800000001
7304,classification,ionosphere,65,DT,AUC,7,8,None,0.9596428571428572,0.8498412698412697,0.0017464160919189,0.0001380443572998,0.0017449099999851,0.0001384199999847,,
7305,classification,ionosphere,65,HS (CART),AUC,7,8,25.0,0.9571825396825396,0.8774603174603174,0.0001688003540039,0.0001263618469238,0.0001689999999996,0.0001268500000151,0.0265216827392578,0.0265152899999918
7306,classification,ionosphere,65,DT,AUC,11,12,None,0.9757936507936508,0.777142857142857,0.0022263526916503,0.0001478195190429,0.0022254499999974,0.0001481900000044,,
7307,classification,ionosphere,65,HS (CART),AUC,11,12,50.0,0.969920634920635,0.8922222222222222,0.0002200603485107,0.0001270771026611,0.0002208300000177,0.0001279000000238,0.0296072959899902,0.0296072900000012
7308,classification,ionosphere,65,DT,AUC,14,15,None,0.9981746031746032,0.7901587301587301,0.0023643970489501,0.0001370906829833,0.0023631499999794,0.0001376099999959,,
7309,classification,ionosphere,65,HS (CART),AUC,14,15,100.0,0.9915873015873016,0.9126984126984126,0.0002548694610595,0.0001256465911865,0.0002551700000026,0.0001263499999879,0.0317270755767822,0.0317271199999993
7310,classification,ionosphere,65,DT,AUC,16,20,None,1.0,0.8157142857142857,0.0023794174194335,0.0001482963562011,0.0023782399999845,0.0001486200000044,,
7311,classification,ionosphere,65,HS (CART),AUC,16,20,1.0,1.0,0.8961904761904761,0.0002765655517578,0.0001273155212402,0.0002769799999953,0.0001281300000073,0.0314340591430664,0.0314340699999888
7312,classification,ionosphere,65,DT,AUC,16,24,None,1.0,0.8514285714285714,0.0022833347320556,0.0001306533813476,0.0022828600000082,0.0001313000000209,,
7313,classification,ionosphere,65,HS (CART),AUC,16,24,100.0,0.9936507936507936,0.9168253968253968,0.0002796649932861,0.0001294612884521,0.0002800999999976,0.0001300899999989,0.0312812328338623,0.0312821800000051
7314,classification,ionosphere,65,DT,AUC,16,28,None,1.0,0.8514285714285714,0.002312421798706,0.0001389980316162,0.0023121199999991,0.0001394399999981,,
