task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,heart,0,HS (CART-CCP),AUC,29,32,0.1,1.0,0.7964999999999999,0.0004494190216064453,0.00011992454528808594,0.00044981000002053406,0.00012081999997803905,0.10645842552185059,0.10645889900001748
classification,heart,0,DT,AUC,1,2,None,0.76125,0.7549999999999999,0.0002810955047607422,0.00011324882507324219,0.0002805599999931019,0.00011367000001882843,,
classification,heart,0,CCP,AUC,2,2,0.028150276713495112,0.80275,0.7769999999999999,0.0004105567932128906,0.00010943412780761719,0.00041105999997625986,0.00011000999998600491,0.009703397750854492,0.009703312999988611
classification,heart,0,HS (CART),AUC,1,2,0.1,0.76125,0.7549999999999999,9.775161743164062e-05,0.00011277198791503906,9.851000001503962e-05,0.00011354999998047788,0.013258218765258789,0.013258043000007547
classification,heart,0,HS (CART-CCP),AUC,2,2,0.1,0.80275,0.7769999999999999,0.00011754035949707031,0.00011515617370605469,0.00011792000000809821,0.00011564999999791326,0.11446475982666016,0.11445408099999099
classification,heart,0,DT,AUC,3,4,None,0.8119375,0.7677499999999999,0.0003237724304199219,0.00011515617370605469,0.0003237100000035298,0.0001152400000137277,,
classification,heart,0,CCP,AUC,4,4,0.01802248677248678,0.84625,0.78725,0.00043082237243652344,0.00011205673217773438,0.00043124000001171225,0.00011262000001011074,0.009631872177124023,0.00963206299999797
classification,heart,0,HS (CART),AUC,3,4,50.0,0.8099375,0.7767499999999999,0.00012350082397460938,0.00011181831359863281,0.00012377999999557687,0.00011227999999618987,0.014353752136230469,0.014340484000001652
classification,heart,0,HS (CART-CCP),AUC,4,4,0.1,0.84625,0.78725,0.00014066696166992188,0.00011515617370605469,0.00014115000001879707,0.0001152099999899292,0.11662888526916504,0.11675135099997647
classification,heart,0,DT,AUC,7,8,None,0.89,0.76825,0.0003902912139892578,0.00011658668518066406,0.00039019999999823085,0.00011695999998551088,,
classification,heart,0,CCP,AUC,8,8,0.01052188552188552,0.8940625,0.8065,0.00041985511779785156,0.00011229515075683594,0.0004202400000110629,0.00011282099998766171,0.00952458381652832,0.009524612000006982
classification,heart,0,HS (CART),AUC,7,8,50.0,0.8886249999999999,0.77175,0.0001690387725830078,0.00011324882507324219,0.0001695800000049985,0.00011391999998977553,0.015998363494873047,0.015998554000020704
classification,heart,0,HS (CART-CCP),AUC,8,8,0.1,0.8940625,0.8075,0.00019073486328125,0.00011682510375976562,0.0001907799999969484,0.00011725999999612213,0.1148378849029541,0.11483918100000778
